,Unnamed: 0,id_str,label,raw_text
37,37,1241343561884487680,Support,"Covid_19 wirbleibenzuhause ob die immer noch total verblödeten in unserem Land, die in Gruppen rumlaufen es langsam kapieren?? "
38,38,1242001541999071232,Support,"Wofür feiert sich NRW? <USERNAME> s Antwort an MP Laschet: „3 Tage eher handeln, heißt 3 Tage eher Leben retten“
💪👍👍
coronavirus COVID19 Ausgangsperre "
39,39,1252490838380331008,Support,Lockerung der Corona-Regeln: Der Leichtsinn hat begonnen przez <USERNAME>
40,40,1239104010646360064,Comment, شخصيًا اتفق مع القرار وأشاطر اصحاب المصالح المتأثرة تخوفهم من تداعيات القرارات التي هدفها الصالح العام اعتقد ان على الحكومة…
41,41,1241439801942908928,Comment,Die <USERNAME> sitzt gemeinsam zusammen um beim WirvsVirusHackathon das Projekt 031_patient_app_selbstdokumentation voranzutreiben. Patient*innen mit einer diagnostizierten COVID-19 Erkrankung stehen so auch in Quarantäne im Austausch mit der Forschung. 
42,42,1241392672637583360,Support,
43,43,1241332519804579840,Unrelated,"Zeit um zu träumen hat man ja nun genug! Ich träume davon, bald wieder mit lieben Menschen unbeschwert am Yachthafen verbringen zu dürfen. Auf einmal werden die Träume kleiner!? wirbleibenzuhause Coronavirus AnmerkungohnePolemik Ruhrgebiet"
44,44,1243466841227476992,Support,
45,45,1255449589974523904,Comment,"Wer kontrolliert die kleinen Kinder, damit die brav Abstand halten auf Berlins Spielplatz? Der Rat der Bürgermeister so: ""Na, unser Ordnungsamt!"" Stadtrat <USERNAME> SPD, findet diesen offiziellen Auftrag eher unrealistisch. Hier seine Kritik:  "
46,46,1240755972211171328,Support,
47,47,1250095555604250624,Unrelated,
48,48,1242565345463775232,Unrelated,
49,49,1238084755285069824,Comment,
50,50,1246858912369979392,Support,"Den Sonntag genießen, in Abstand von zwei Metern und mit ein bisschen Sport. Und unterwegs den guten <USERNAME> treffen 🥳 So geht Wochenende, und eben mit viel Rücksicht und Respekt - und Freude!
flattenthecurve corona covid covidkindness "
51,51,1241616591315513344,Unrelated,
52,52,1237833097858736128,Support,
53,53,1243906273512435712,Refute,
54,54,1244861132923375616,Comment,"Coronakrise wirkt sich auf Loveparade-Prozess aus. Bei einer Richterin ist unklar, ob sie sich mit dem coronavirus angesteckt hat. Sie befindet sich in häuslicher Quarantäne. deshalb sind zwei Sitzungstermine verschoben worden. "
55,55,1240683688234561536,Support,What the fuck berlin? Alle am spazieren hier👍 joggen zu 5 geht auch gut 👏. An alle vollidioten die COVID19 nicht erst nehmen. Vielen Dank im Voraus!! Wer nicht hören kann muss fühlen!! Ausgangssperre
56,56,1243901940557328384,Unrelated,Arbeitsrecht - Teil 2 (AR 2) in Prien am Chiemsee vom 04.05.2020 bis 08.05.2020 Betriebsrat Mitbestimmung BetrVG Betriebsratsschulung Seminar Betriebsratsseminare Corona Webinar Homeoffice flattenthecurve Kurzarbeit Gesundheit 
57,57,1240538319584460800,Comment,"Hat also in China gut 4 Monate gedauert. Das wäre für Deutschland Ende Mai-Juni! Aber China hatte extreme Quarantäne! China meldet null Neuinfektionen - Plötzlicher Anstieg in Südkorea  --
Empfohlen von WELT News für Android
"
58,58,1243964124507275264,Comment,
59,59,1239680426790342656,Support,
60,60,1236189358207774720,Comment,
61,61,1241814141846913024,Support,"bundesregierung: die corona -maßnahmen v. heute sind ja ok , aber viel wichtiger sind regeln für Geschäfte, Öffentl. Verkehrmittel, Arbeitsplätze etc. DA müsst ihr klare vorgaben machen !!! sonst bringen die anderen maßnahmen nix!!!!"
62,62,1241006803212795904,Comment,
63,63,1239572282932105216,Comment, تصدقو ماني فاهم القصة اخوكم يمني حد منكم يشرح لي
64,64,1239159711188111360,Unrelated,Währenddessen in Frankreich...Darwinismus bei der Arbeit. 🤦‍♀️ coronavirus StayHome 
65,65,1237484847796453376,Comment,
66,66,1241425465027350528,Comment,"Korrektur: Physiotherapiepraxen sind von den Beschränkungen in Potsdam ausdrücklich ausgenommen. Coronavirus
"
67,67,1239201038193905664,Comment,
68,68,1245295190887272448,Comment,
69,69,1241848191219351552,Comment,
70,70,1240349395800985600,Unrelated,
71,71,1247103142409441280,Comment,Polizisten bespuckt - Zwei Straßenpartys im Quarantäne-Dorf 
72,72,1241148775105691648,Unrelated,
73,73,1238566387070775296,Support, 33% mehr Infizierte jeden Tag. 3100 Stand Heute. Bisher keine Maßnahmen in Deutschland. Italien mit all den Maßnahmen Stand Heute 17500 +16% zu gestern. Bereits Donnerstag haben wir die gleiche Zahl.Warum wird so wenig getan? coronavirus CoronaShutdown 
74,74,1251956002095869952,Comment,
75,75,1240283181162598400,Comment,"Arztpraxis im Untertaunus steht wegen bestätigtem Corona-Virus-Fall unter Quarantäne
"
76,76,1240594424414994432,Unrelated,
77,77,1245033270779224064,Comment,
78,78,1237729489498619904,Comment,In neun Monaten werden die Krankenhäuser erneut überlastet sein. Dann aber auf der Geburtenstation. Corona Quarantaene
79,79,1239262628733759488,Unrelated,Online Café Meetup Gruppe in Speyer zum Austausch über homeoffice in Zeiten des coronavirus : Meetup Speyer via <USERNAME>
80,80,1237409558064254976,Comment,
81,81,1247809133622984704,Comment,
82,82,1242008740028649472,Unrelated,
83,83,1244623045458833408,Unrelated,
84,84,1246519563778490368,Refute,
85,85,1244234884048203776,Support,
86,86,1251842933973712896,Support,"Die Düsseldorfer haben sich vorbildlich an die Abstandsgebote &amp; Hygieneregeln in der Corona-Krise gehalten. Mit dem Verteilen von Schutzmasken können wir alle gemeinsam dafür sorgen, dass trotz der beschlossenen Lockerungen die Entwicklung der Neuinfektionen beherrschbar bleibt. "
87,87,1241776081050505216,Comment,"Ich frage mich, ob dieser Mindestabstand von 1,5m auch für die Arbeit und Arbeitskollegen gilt?! 🤔🤔 Kontaktverbot Corona COVIDー19"
88,88,1241811127023153152,Support,
89,89,1242187559196901376,Unrelated,
90,90,1222112700592984064,Unrelated,"Ob Frankfurter Flughafen oder Uni-Kliniken: Hessen rüstet sich gegen das coronavirus, das nun auch in Europa auftritt. In Deutschland gibt es bereits einen Fall. Experten schätzen das Ansteckungsrisiko hierzulande allerdings als gering ein. "
91,91,1240645742315950080,Comment,
92,92,1240541057168875520,Support,
93,93,1244221047848779776,Support," <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> Та фигня на бедрах больше на зебру похожа
Или на абстракцию"
94,94,1238097557844365312,Support,
95,95,1242794895594659840,Unrelated,"Zur Zeit einsam in unserer Galerie: Peter Marquant, ohne Titel, 2018
Leimfarben auf Leinwand, 100 x 80 cm PeterMarquant Exhibition artgallery Amart Vienna ArtInVienna
StayAtHome COVID19 "
96,96,1246538408316612608,Comment,Kontaktsperre bei Traumwetter: Wochenende der Wahrheit für Einhaltung der Corona-Regeln via <USERNAME>
97,97,1247607955966566400,Comment,
98,98,1239876381510696960,Support,"Hallo <USERNAME> , gerade klingelte ein Mitarbeiter von Euch an meiner Tür und wollte mich zum Spenden anregen. Ist das Euer Ernst? Deutschland steht vor einem Shutdown und Ihr schickt den Leuten potenzielle Superspreader in die Wohnungen? COVID19"
99,99,1240325364821491712,Support,"Kleiner Denkanstoß, für alle, die weiter andere Treffen. Auch wenn ihr nicht betroffen seid, helft mit diejenigen, die gefährdet sind zu schützen. Nur wenn wir gemeinsam aufeinander achten können wir alle diese Kriese überstehen.
flattenthecurve verden corona COVID19 "
100,100,1239608166758985728,Comment,"Weitere Corona-Maßnahmen: Kurzparkzonen, Sperren, Telefon-Helpline › Wiener Neustadt: Aktuelle Updates zu den Maßnahmen der Stadt. coronavirus kurzparkzonen rathaus wrneustadt wienerneustadt"
101,101,1240781183874711552,Comment,"Gemeinsam gegen Corona RTL Hessen und ,,Die Lochmanns"" Tipps für den Familienalltag und soziales Engagement in Zeiten von CORONA 
Unter speziellen Hygiene und Schutzmaßnahmen haben wir einen Beitrag für das Abendmagszin erstellt. "
102,102,1239986507525619712,Support,
103,103,1252526715106136064,Comment,"Mein ehemaliger Chef ist ja in Quarantäne, weil er seine Mutter mit Covid infiziert war. Sie ist jetzt vor einigen Tagen daran verstorben."
104,104,1240264071188025344,Comment,Wie schränken wir unseren Betrieb während des Corona-LockDowns ein? Thread (1/X)
105,105,1233369932135575552,Unrelated,
106,106,1244918259511689216,Unrelated,"Welche Maßnahmen in Rottweil für Klimaschutz sowie Energiemanagement getroffen werden, wurden im Zuge der <USERNAME> zusammengefasst und im Artikel erklärt: "
107,107,1253268536329412608,Support,
108,108,1231435236887711744,Comment,
109,109,1241184862981304320,Comment,
110,110,1243833337225064448,Support,Indiens Kampf gegen Corona: Mit Ausgangssperren gegen düstere Prognosen | Asien | DW | 28.03.2020 by <USERNAME> 
111,111,1248577801462185984,Unrelated,
112,112,1237671851045916672,Comment,"Lösen wir das Coronavirus solidarisch wie wir die Geflüchteten auch solidarisch befreit haben. Freiwillige gehen in die Quarantäne Stationen helfen aus und verteilen die Kinder der Erwerbstätigen auf die Bevölkerung, die keine Sorgepflicht hat. coronadeutschland COVID19"
113,113,1255070004292222976,Comment,"Aufgrund der Corona-Maßnahmen findet die Fortbildungsreihe für eine partizipationsorientierte &amp; diskriminierungskritische Arbeit mit Gefluechteten momentan online statt. Bis zum 20. Mai gibt es noch 5 Webinare.
💻 Für Infos &amp; Anmeldung bitte her entlang: "
114,114,1223155217836978176,Unrelated,"Deutschlands oberste Betriebsärztin Anette Wahl-Wachendorf über Geschäftsreisen und Hygienemaßnahmen international tätiger Unternehmen – und was jetzt im Fall des Coronavirus richtige Handlungsweisen sind:
"
115,115,1242805250047827968,Comment,
116,116,1253435826496696320,Comment,
117,117,1247075845740560384,Comment,Bitte lesen❗️“Der Judenhass macht keinen Halt vor einer Ausgangssperre. Wir haben den Antisemitismus im Netz unter die Lupe genommen“. Covid19 
118,118,1236305779155767296,Unrelated,
119,119,1233038440033374208,Comment,"Saudi-Arabien hat ausländischen Pilgern verboten, das Königreich zu betreten, um die heiligsten Stätten des Islam über das neue Coronavirus zu besuchen.Coronavirus CoronavirusOutbreak COVD19 | 9News "
120,120,1241363654303453184,Unrelated,
121,121,1242788160280674304,Unrelated,
122,122,1241040084671115264,Refute,
123,123,1241737513468858368,Unrelated,
124,124,1250356580282806272,Comment,
125,125,1241828845952655360,Refute,
126,126,1243534080534290432,Comment,"Sind wir eigentlich die Einzigen, die schon seit 12 Tagen WirBleibenZuhause sind: ohneEinkauf und Spaziergang?
Belebte Wohngegend in Berlin und bei Blick aus dem Fenster 2m Abstand zum Nächsten oft kaum möglich.
Ein Spaziergang wäre so toll...oder ein eigener Garten😔 COVID19"
127,127,1239595548883156992,Unrelated,
128,128,1239239905957556224,Support, <USERNAME> Seus lixos.
129,129,1241327236164313088,Comment,BERLIN – Der Berliner Senat bereitet zur Eindämmung des Coronavirus weitere Beschränkungen des öffentlichen Lebens in der Hauptstadt vor. 
130,130,1237331099556237312,Support,
131,131,1239425132004806656,Comment,"Bitte lebenslanges Einreiseverbot für den deutschen ""Daniel L. Menichella"" in Europa aussprechen!
Er wollte dem USA Trampl,einen wenn fertiggestellten Corona Wirkstoff,exclusiv nur für d. USA verkaufen!Zum Glück stimmte d.Besitzer Hopp nicht zu und Menichella verließ d.Firma!🤯🤦‍♂️"
132,132,1244927071463317504,Support,
133,133,1241813502081236992,Unrelated,
134,134,1237326464321814528,Support,
135,135,1255753082895507456,Comment,
136,136,1243211721898110976,Unrelated,"(ML) Aktuelles vom <USERNAME>
Borken aktuell 49 (48 am Vortag) Infektionsfälle mit dem Coronavirus. Insg. sind in Borken 3 vormals infizierte Pers. wieder gesund.   meinborken kreisborken muensterland coronavirus covid19 borkenbleibtzuhause "
137,137,1242450907960410112,Unrelated,
138,138,1240646193362931712,Support,
139,139,1239837851044458496,Unrelated,
140,140,1239228358820605952,Comment,
141,141,1236904649472577536,Comment,Stundenlang berät der Koalitionsausschuss über aktuelle Krisen: die Corona-Epidemie und das Elend der Flüchtlinge an der türkisch-griechischen Grenze. Union und SPD ergreifen Notmaßnahmen. 
142,142,1241179879720222720,Refute,
143,143,1242210120500731904,Unrelated," I understand McConnell’s anger here because, this is bleak. But it was his choice to start negotiations without Democrats, wh…"
144,144,1238374965294047232,Unrelated,"Guter Plan! Ist vielleicht nicht jedem Polizisten möglich, aber der NYPD Ableger Germany macht Homeoffice Covid_19 "
145,145,1238383615622483968,Unrelated,
146,146,1241069883946926080,Support,StMGP: Ausgangsbeschränkung in Bayern wegen Coronavirus-Pandemie - Gesundheitsministerin Huml: Insbesondere ältere und vorerkrankte Menschen müssen verstärkt geschützt werden 
147,147,1239453337549967360,Comment,"Tag 1: Ich arbeite seit 5 Uhr. Neben lautem Gejohle dröhnt mittlerweile zum 5. mal ""We Will Rock You"" mit voller Lautstärke aus dem Wohnzimmer. homeoffice coronavirus bleibtzuhause Schulschliessungen"
148,148,1234148261277130752,Comment,Die Patientin aus dem Norden des Kreises HerzogtumLauenburg war zuvor beim Karneval im Rheinland. Nach einem ersten positiven Test verlief auch der zweite nun positiv auf Corona. Für die Frau ist jetzt häusliche Quarantäne angeordnet. 
149,149,1242189183818629120,Comment,
150,150,1233791481024000000,Comment,
151,151,1254659217660809216,Unrelated, <USERNAME> please delete..
152,152,1251856817602396160,Refute,
153,153,1242471334820511744,Comment,"Könnt CoronaVirus öffentl. Gesundheitsrichtlinien festlegen, würd's
- TestKits knapp halten
- viel in überfüllten Kliniken testen
- nur lasche Maßnahmen anordnen (wenig testen, Kontakte nicht aufspüren)
- Post-Mortem-CoViD19-Diagnosen vermeiden
- Masken für nutzlos erklären"
154,154,1240720107837501440,Comment,
155,155,1238150943474159616,Support,Merkels Politik der toten Hand macht sich langsam bezahlt. Wir haben Frankreich abgehängt und sind im Corona-Medaillenspiegel auf den zweiten Platz vorgerückt. lockdown 
156,156,1244935550592827392,Support,"HUK Coburg: Weniger Autounfälle wegen Corona-Pandemie Die Beschränkungen wegen der Corona-Pandemie wirken sich auf die Verkehrssicherheit in Deutschland aus – es gibt weniger Unfälle. Da das Verkehrsaufkommen zurückgeht, ... "
157,157,1241729456554807296,Unrelated,
158,158,1240910587841908736,Unrelated,Corona VI: Das BMF hat zu steuerlichen Maßnahmen zur Berücksichtigung der Auswirkungen des Coronavirus Stellung genommen (768 Wörter)
159,159,1246163234685693952,Comment,
160,160,1255586054549184512,Unrelated,
161,161,1240390523346735104,Refute,
162,162,1243880812778524672,Unrelated, Nicolau e o famoso ato do protesto silencioso por comida 
163,163,1242328339198685184,Comment,
164,164,1247438756849868800,Comment,
165,165,1241377896440180736,Refute,
166,166,1247139747853631488,Unrelated,WIR. sind uns über die gesetzlichen Regelungen bewusst <USERNAME> nur was tun wenn WIR. trotzdem Gesundheitsgefährdungen ausgesetzt werden? <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> 
167,167,1243143200564547584,Comment,"Guter Gedanke coronawitze: Wenn Du nichts in der Hand hast, kannst Du immer noch darüber lachen und die Angst vom Bestimmer zum Objekt machen ▶️ Der Quarantäne-Cast: Meine Psyche, Corona und ich podcast <USERNAME> coronavirus"
168,168,1244632507187855360,Support,
169,169,1225068323374653440,Comment,
170,170,1240270703913566208,Unrelated,
171,171,1238771136189603840,Comment,"Jetzt ist der ""Hamster"" Wahnsinn auch bei uns angekommen, bei Kaufland, Netto, C+C Edeka kein Toilettenpapier mehr, was haben die Leute nur vor wenn sie in Quarantäne kommen 🤔 COVID19 Hamsterkauf"
172,172,1241314397949222912,Comment,
173,173,1238122672955031552,Comment,
174,174,1238317190752825344,Support," Alles eine Frage des Zeitpunkts: wer zu spät kommt... kann es nicht wieder gut machen, bezahlt mit höheren Opfern. Wer coronavirus unterschätzt hat, muss schlimmere Maßnahmen länger durchhalten. Die vielen unerkannten Fälle sind kaum zu stoppen."
175,175,1238993136514412544,Comment,"Mutige Ansage von Leipzig-OB Jung (SPD), bei der Entwicklungsdynamik des CoronaVirus für 'ne ganze Woche radikale Maßnahmen auszuschließen. Nächstes Mal lieber: ""Stand jetzt sind keine Ladenschließungen geplant"". /MS "
176,176,1241285939017723904,Refute," Im Januar wurde die Regierung vor Corona gewarnt und gebeten Vorsichtsmaßnahmen zu treffen.
Panikmacher haben sie gesagt.
Nun sehen wir was passiert wenn man sich selbst zu wichtig nimmt nicht wahr Herr Söder?
Das kommt dabei raus wenn eine unfähige Regierung an der Macht ist."
177,177,1243606784906010624,Comment," ¡La Patria primero! Cómo decía Bolívar: “la justicia y la razón, no necesitan de otros apoyos que de sí mismas para pr…"
178,178,1240264934170267648,Support,
179,179,1249272654999302144,Refute,"Die Ausgangssperre in Kenia hat zu mehr Opfern durch Polizeigewalt geführt als durch den Virus selbst: 
"
180,180,1233417843406000128,Comment,
181,181,1241329829271781376,Support,"Ausgangssperre vs. Spring Break: Corona meets Chlamydia. Echt, in den USA geht's immer noch 'ne Nummer härter. "
182,182,1244887749108400128,Comment,
183,183,1239235913785450496,Comment,Ab 19 Uhr: Pressekonferenz BM Seehofer zu Maßnahmen im grenzüberschreitenden Verkehr zur Eindämmung der Infektionsgefahren durch den Coronavirus. Wir berichten. COVIDー19
184,184,1242374169247055872,Unrelated,
185,185,1237500564218482688,Comment,Neues im Blog: Bilder von den Auswirkungen der Corona Quarantäne in Norditalien  zn80net
186,186,1240642184757608448,Comment,Die Telekom gibt zur Überprüfung des SocialDistancing Mobilfunkdaten an das Robert-Koch-Institut weiter. Covid19 Corona Coronakrise 
187,187,1250335502751813632,Refute,
188,188,1254537206250844160,Unrelated,
189,189,1243234795766898688,Refute,
190,190,1240357464379457536,Unrelated,
191,191,1238193762372812800,Comment,"Coronavirus: Flächendeckende Schul- und Kitaschließungen könnten in Bremen kommen:
""Nach der Debattenlage heute bereitet sich das Land Bremen auf flächendeckende Schul- und Kitaschließungen vor"", sagte die Sprecherin der Bremer Bildungsbehörde am heutigen Donnerstagabend."
192,192,1224759807598583808,Comment,
193,193,1238039403701862400,Comment,
194,194,1244691403202068480,Comment,
195,195,1243178137388646400,Unrelated,"Bitte retweeten wer der gleichen Meinung ist! <USERNAME> <USERNAME> COVID19de CoronaPandemie StayHome Soforthilfe COVID19 RETWEEET HelpFightCorona RetweeetPlease YouTube twitch 
Beitrag durchlesen und teilen wenn er gefällt! Jede Stimme zählt! Vielen Dank! 👇🏼👇🏼👇🏼👇🏼 "
196,196,1231992523909992448,Refute,
197,197,1242527437336072192,Unrelated,
198,198,1241286725147734016,Support,
199,199,1239919130184204288,Refute,
