,orig_idx,raw_text,orig_label,predicted_label,translated_from
25,1597,"Die FDP Saar fordert einen Expertenrat nach dem Vorbild von NRW, um die bisherigen Maßnahmen zu evaluieren und eine mögliche Exit-Strategie aus den Corona-bedingten Einschränkungen des öffentlichen Lebens zu beraten. ",Comment,Comment,
26,1117,Covid-19 - Bundesweites Versammlungsverbot beschlossen ,Comment,Comment,
27,2723,Weiterhin empfehlenswert: der Podcast von Virologe Prof. Drosten von der Charité. FlattenTheCurve COVIDー19 Corona,Unrelated,Unrelated,
28,1097,"Hi! Wir sind SafeMarket! wirvsvirus
SafeMarket bietet verantwortungsvollen Bürger:innen einen digitalen Reservierungsservice, der Warteschlangen und Infektionen minimiert, damit alle in Zeiten von Corona sicher einkaufen gehen können.",Unrelated,Unrelated,
29,2612,"Die Freiheitsrechte, welche im Moment beschnitten werden, mit vielen guten Gründen, hat irgendwer schon erwähnt ab welchem Zeitpunkt sie wieder hergestellt werden und in welchem Umfang oder hoffen wir einfach nur darauf...? lockdown COVID19 CoronaVirusUpdate",Comment,Comment,
30,1050," Das sehe ich ganz ähnlich. Kurzfristig womöglich vertretbar. Je länger desto tiefgreifender wird Grundrechtseingriff zB auch für Geschäfte, deren Kunden ausbleiben (wegen Ausgangbeschränkung+Schließungszwang) &amp; deren Existenz bedroht.
Covid_19",Support,Support,
31,1291,Aktuell erreichen uns zahlreiche Anfragen zur Nutzung von CATIA V5 Lizenzen im Home-Office. Wir haben die wichtigsten Infos zu diesem Thema in einem PDF für Sie zusammengefasst: homeoffice corona ,Unrelated,Unrelated,
32,366,"Wichtiges Signal: Experten der <USERNAME> empfehlen, Maßnahmen zu Corona an ökologischer &amp; sozialer Nachhaltigkeit sowie Zukunftsverträglichkeit zu orientieren. Konjunkturprogramme sollten mit Zielen des EuropeanGreenDeal vereinbar sein. Leopoldina ",Support,Support,
33,309,Betriebsschließung: Hundesalon muss zur Eindämmung der Verbreitung des Coronavirus schließen COVID19 COVIDー19 Coronakrise COVID2019 SARSCoV2 coronadeutschland CoronaVirusDE ,Comment,Comment,
34,182,Traiskirchen verschärft Corona-Maßnahmen ,Comment,Comment,
35,2044,"Wenn diejenigen, die jetzt ständig nach Joggen, Spazieren &amp; Kinderspielen im Freien rufen, das auch nach der Corona tun, haben wir bald kein Übergewicht in Österreich
(Was macht ihr im Winter? Ist doch 3 Monate schirch dunkel &amp; alle bleiben eh die ganze Zeit ham?) BleibtZuhause",Support,Support,
36,1088,"Weitere logarithmische Plots aktueller Covid19-Infiziertenzahlen, die zeigen wie Soziale Distanz die Epidemie ausbremst. Coronakrise Bei EsP und D zeigt sich dass die Maßnahmen zur Schaffung sozialer Distanz nach einer Woche erste Wirkungen zeigen. ",Comment,Comment,
37,1547,Sachsen-Anhalt/Corona Massenhaft Hinweise auf verbotene Versammlungen via <USERNAME>,Comment,Comment,
38,2713,"Belgien trifft die Maßnahmen, die Deutschland schon treffen hätte sollen. Doof für den Einzelnen, gut für alle. Covid_19 CoronaVirusUpdate ",Support,Support,
39,1858,"juris PraxisReport Strafrecht 7/2020: Corona-Schutzverordnung NW und Infektionsschutzgesetz – eine erste Betrachtung aus straf- bzw. bußgeldrechtlicher Sicht, von Dr. Jens Peglau, RiOLG, COVIDー19 Coronakrise SARSCoV2 ",Comment,Comment,
40,1514,"...und wenn man dann doch versucht ist, hilft der Blick auf diese Entscheidungshilfe👇
FlattenTheCurve COVID19 ",Unrelated,Unrelated,
41,1849,Wie groß bin ich?😂,Comment,Comment,Hindi
42,57,"Corona-Quarantäne Tagebuch von <USERNAME> kennt fast jeder. Abr weisst man, dass er auch Buchautor ist? ""Ich halte nicht die Klappe. Mein Leben als Überzeugungstäter in der Chefetage"" habe ich mal für NGFH besprochen. Leseempfehlung ",Unrelated,Unrelated,
43,2826,Die <USERNAME> sitzt gemeinsam zusammen um beim WirvsVirusHackathon das Projekt 031_patient_app_selbstdokumentation voranzutreiben. Patient*innen mit einer diagnostizierten COVID-19 Erkrankung stehen so auch in Quarantäne im Austausch mit der Forschung.,Comment,Comment,
44,642,Noch mehr Fakten am ReosFactFriday! Welche Maßnahmen haben Sie bereits ergriffen? ReosSoftware thinkdigital SmartBuildings SmartNews SmartSolutions innovation RealEstate PropTech WevsVirus coronavirus – <USERNAME> <USERNAME> ,Unrelated,Unrelated,
45,2471,Psychologe erklärt: Daher kommt die Wut auf die Corona-Maßnahmen ,Comment,Comment,
46,1663,"Was bedeutet die Ausgangsbeschränkung? Antworten findet ihr in unseren FAQs unter oder über unsere Hotline, die auch am Wochenende von 10 bis 16 Uhr besetzt ist. covid_19 corona handwerk handwerker mittelfranken ",Comment,Comment,
47,1625,"Ein Virus verändert die Arbeitsbedingungen. HomeOffice scheint das Patentrezept – aber was genau ist eigentlich Home Office? Zwischen Sprachgebrauch und Arbeitsrecht. Arbeitswelt Change Facts Corona
",Unrelated,Unrelated,
48,2183,Jena - Für den Schutz: Stufenweise wird in Jena die Nasen-Mund-Bedeckungspflicht eingeführt ,Comment,Comment,
49,1010,"Neuseeland verkündet nie dagewesene (Quarantäne-)Maßnahmen coronavirus COVIDー19 . Im November 1918 spanischegrippe ließ das neuseeländische Gesundheitsamt tausende Flugblätter in der Sprache der Maori drucken, u.a. mit Empfehlungen zur Pflege Grippekranker pandemie",Comment,Comment,
50,2408,"Aus aktuellem Anlass: In diesem Newsletter infomieren wir euch regelmäßig über aktuelle Veränderungen im HVV, Radverkehr &amp; Autoverkehr in Bezug auf die Corona-Krise. Kostenlos. Hier anmelden. coronavirus covid19 ",Unrelated,Unrelated,
51,2212,"Island meldet 2. Fall von Coronavirus; Die Regierung sagt, jeder, der aus Italien zurückkehrt, sollte sich 14 Tage lang unter Quarantäne stellen.
Coronovirius COVID19 CoronavirusIceland ",Comment,Comment,
52,167,Coronavirus: Restaurants und Schulen müssen schließen – Belgier bereiten sich auf den Beinahe-Lockdown vor Handelsblatt,Comment,Comment,
53,159,"So wird es werden. Abstandsregeln werden das ganze Jahr gelten, glaubt Berlins Innensenator  --
Empfohlen von WELT News für Android
",Comment,Comment,
54,291,Der Coronavirus stellt Gewohnheiten auf die Probe. Frankfurt SocialDistancing ,Comment,Comment,
55,812,"Eine Studie des Imperial College warnt vor wiederkehrenden Ausbrüchen des Coronavirus, weshalb Einschränkungen des öff. Lebens bis zu 18 Monate dauern könnten. Das NESCI kritisiert, dass Projektion zu pessimistisch ist: 
Thread 1/4",Comment,Comment,
56,443,guter Artikel zum Thema KurveFlachHalten Corona Statistik Maßnahmen Prävention Mitmachen Verantwortung FlattenTheCurve ,Unrelated,Unrelated,
57,1585,Österreich will ab 14. April die Anti-Corona-Maßnahmen lockern news nachrichten via tagesschau infoyou,Comment,Comment,
58,2381,Corona-Pandemie in Deutschland und weltweit: Polen will ab 19. April Maßnahmen schrittweise lockern ,Comment,Comment,
59,1204,"Der Girlsride pausiert vorerst. Ich werde zwar - wenn möglich - weiter Rad fahren, aber nicht in einer Gruppe. Ich bitte alle um Verständnis, kommt alle eurer gesellschaftlichen Verantwortung nach und bleibt gesund! FlattenTheCurve COVIDー19 coronavirus ",Unrelated,Unrelated,
60,96,"7.750 Menschen sind Samstagvormittag in Österreich (10.30 Uhr) mit dem Coronavirus infiziert gewesen. Die Zahl der bestätigten Todesfälle durch COVID19 ist auf 68 gestiegen, das sind um zehn mehr als Freitagmorgen. bleibdaheim coronavirusat ",Unrelated,Unrelated,
61,156,"Die Verbreitung des Coronavirus soll eingedämmt werden. Deshalb haben der KantonFribourg und der Bundesrat Massnahmen getroffen. Aufgrund dieser Vorgaben hat das SKJV die Lehrgänge/Weiterbildungen bis 30.04.20 unterbrochen. stayhealthy stayathome 
",Comment,Comment,
62,1741,"Mobiles Arbeiten in der Corona-Krise – effiziente und sichere Kommunikationslösungen helfen dabei. Aber was ist notwendig, um den normalen Büroalltag zu Hause zu meistern? Das erfahrt Ihr in unserem neusten Blogbeitrag: HomeOffice Blog ",Unrelated,Unrelated,
63,2190,Die Menschen in Hannover haben sich auch am Ostersonntag weitestgehend an die Corona-Regeln gehalten. Am Maschsee wurde es am Nachmittag allerdings etwas zu voll. Hier musste die Polizei häufiger eingreifen. [NP Plus] ,Comment,Comment,
64,325," <USERNAME> Es ist die dringende BITTE des Bundesrates und von allen Menschen die zu einer Risikogruppe gehören und von allen Menschen, die gar nicht wissen, dass sie ev. auch gefährdet sind. StayAtHome COVID19 Covid_19 ",Unrelated,Unrelated,
65,2385,"WirVsVirus Hackathon: In 48 Stunden gemeinsam gegen die Corona-Krise. Meinen persönlichen Erfahrungsbericht gibt es auf  <USERNAME> <USERNAME> <USERNAME> <USERNAME> 
wirvsvirushack wirvsvirus wirvsvirushackathon franzidesign ",Unrelated,Unrelated,
66,608,"(2/3) ASF-Geschäftsführerin Jutta Weduwen: Wenn die Einschränkungen durch Covid-19 weiterreichen &amp; ab Sommer/Herbst keine Freiwilligen- und Begegnungsprogramme stattfinden können, bedeutet dies eine Bedrohung für uns und für die gesamte zivilgesellschaftliche Trägerlandschaft.",Comment,Comment,
67,478,Er hat recht. Europa Spezial Deutschland hat aufgegeben und hat es nicht im Griff. 70% sollen Corona bekommmen. Wusste man vorher schon aber Maßnahmen zum Schutz der Bevölkerung bleiben aus. ,Support,Support,
68,212,die die sich aufregen das manche nicht komplett StayAtHome sind begreifen auch nicht das viele raus arbeiten müssen!!! nicht jeder is son kleiner schei... angestellter der weiter seine kohle in den arsch gepumpt bekommt!! corona virusgenerve arbeiten Deutschland COVID2019,Refute,Refute,
69,1793,Ich hoffe er kommt nicht so einfach davon...Trump TrumpVirus coronavirus StayHome CoronaZeit coronavirusdeutschland COVID19de COVIDー19 ,Unrelated,Unrelated,
70,2812,Quarantäne 2 - Der Speck muss weg. corona AnimalCrossing ACNH NintendoSwitch ,Comment,Comment,
71,2715,"Die letzten Jahrzehnte hatten wir in Europa Schlaraffenland.
Keine großen Krisen, keine Reisebeschränkungen, alles war immer und überall zu bekommen.
Und nun?!
4-6 Wochen Sozialleben u Kontakte runterfahren.
COVIDー19 Corona 1/2",Comment,Comment,
72,2252,Der Bund greift Unternehmen mit Liquiditätsproblemen mit 20 Milliarden Franken unter die Arme. Am Mittwoch hat der Bundesrat die Details dazu geregelt. Coronavirus Kredite ,Comment,Comment,
73,554,"Mit Abstand am sympathischsten sind mir die Experten, die bei jeder dritten Frage antworten, dass sie es nicht oder noch nicht wissen. CoronaPandemie coronavirus COVID2019 COVID19",Unrelated,Unrelated,
74,2959," Alles eine Frage des Zeitpunkts: wer zu spät kommt... kann es nicht wieder gut machen, bezahlt mit höheren Opfern. Wer coronavirus unterschätzt hat, muss schlimmere Maßnahmen länger durchhalten. Die vielen unerkannten Fälle sind kaum zu stoppen.",Support,Support,
75,2434,Geflüchtete vor Corona schützen! Flüchtlingsrat SH fordert effektive Maßnahmen zum Schutz von Geflüchteten und Personal in Unterkünften und Behörden zur Eindämmung der Pandemie. via <USERNAME>,Unrelated,Unrelated,
76,225,"Gutverdienende sind im Homeoffice, Geringverdienende in Kurzarbeit, Kündigungen v.a. bei Pflichtschulabsolventen: 
Wieder ein sehr spannender Beitrag aus dem Corona-Projekt vom <USERNAME> - dieses Mal mit meiner Diplomarbeitsbetreuerin Christine Zulehner 👍 ",Unrelated,Unrelated,
77,1855, Er bringt dir Corona mit 😘,Unrelated,Unrelated,
78,260,"A wie Ausmalbilder - für Eltern, die während stayathome stayhomechallenge Kinder beschäftigen müssen. 🖍️Wagen von Badaani 3. Jt.v.Chr.
Ausstellung GoldundWein Georgien Archäologie im <USERNAME> Kooperation mit <USERNAME> &amp; <USERNAME> corona © <USERNAME> (2/4) ",Unrelated,Unrelated,
79,1335,"Mein liebstes Twitter. Zur Zeit bist du leider nicht relevant für mich, das produktive Leben spielt sich bei WhatsApp, Facebook und Instagram ab. Deswegen muss ich dich depriorisieren (OZG-Vokabel, ich lieb‘s). See you soon. 
FlattenTheCurve coronavirus ",Unrelated,Unrelated,
80,2063,Wer kennt es noch ? COVID19de coronavirus ShutDownGermany FlattenTheCurve DDR MelitzerSpargel Spreewaldgurken ,Unrelated,Unrelated,
81,1830,"Ich schaue mir gerade die Pressekonferenz an und ich bin mega glücklich, das keine fckafd was zu sagen hat. Mal davon abgesehen, das die auch jetzt noch nichts konstruktives vorgebracht haben. FCKNZS COVID19 soeder StayHome 
Danke für eure Maßnahmen.",Support,Support,
82,1981," Man darf gespannt sein, wie bereit r2g dafür ist, die notwendige Ausgabenbeschränkung post-Corona zu managen. Wahrscheinlich dass auch die Transferleistungen aus Bayern dann nicht mehr so üppig ausfallen werden. Verteilen ist halt leichter als erwirtschaften 🤷🏼‍♂️",Support,Support,
83,1275,"Coronavirus unnötiger Alarm bei COVID-19?Harald Lesch
Sind diese Quarantäne und Ausgangsbeschränkungen übertrieben?Wäre diese Coronavirus nicht über einen Test endeckt,dann wäre es nicht aufgefallen. Ausweis COVIDー19 coronavirus coronadeutschland ",Comment,Comment,
84,2828,"Zeit um zu träumen hat man ja nun genug! Ich träume davon, bald wieder mit lieben Menschen unbeschwert am Yachthafen verbringen zu dürfen. Auf einmal werden die Träume kleiner!? wirbleibenzuhause Coronavirus AnmerkungohnePolemik Ruhrgebiet",Unrelated,Unrelated,
85,44,Berater der Bundesregierung machen laut einem Pressebericht die Aufhebung der Kontaktbeschränkungen vom Einsatz von Atemschutzmasken abhängig. Coronavirusde Exitstrategie,Comment,Comment,
86,1825,"Wir haben derzeit 2 Palliativ Patienten auf unserem Wohnbereich (Altenheim). Bei uns ist Besuchsverbot.
ABER wenn sich der Zustand drastisch ändert, dürfen Angehörige mit einigen Voraussetzungen kommen und sich verabschieden. Einbisschen Menschlichkeit. COVID19 coronavirus",Comment,Comment,
87,1881, <USERNAME> Ich bin nicht komplett gegen Pflegeheime aber so wie jetzt mit Besuchsverbot das ist unmenschlich.  Die werden nach Corona wohl alle das Hygiene Konzept perfektionieren müssen,Comment,Comment,
88,2951,WIR. sind uns über die gesetzlichen Regelungen bewusst <USERNAME> nur was tun wenn WIR. trotzdem Gesundheitsgefährdungen ausgesetzt werden? <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ,Unrelated,Unrelated,
89,425,"Am Donnerstag sagte BK Sebastian Kurz, dass man die international genutzten Maßnahmen aktuell evaluiere. Die ""neue Normalität"" werde nicht so sein wie jene vor dem Coronavirus.
",Comment,Comment,
90,1,Live: Ministerpräsident Söder zu neuen Corona-Maßnahmen in Bayern. Covid19DE Coronavirus ,Comment,Comment,
91,2538,Breaking News: Corona-Fall: Hertha BSC schickt Mannschaft in zweiwöchige Quarantäne. ,Comment,Comment,
92,294,Ministerium: Tag eins der Schulschließungen lief geordnet Schwerin (dpa/mv) – Der erste Tag der flächendeckenden Schulschließungen in Mecklenburg-Vorpommern wegen des Coronavirus ist nach Einschätzung von Bildungsministerin ... ,Comment,Comment,
93,1688," Die Situation in Ecuador ist
entsetzlich. Der Verbrecher Lenin Moreno ist für diese Barbarei
verantwortlich. Die Leichen liegen schon seit Tagen herum.…",Comment,Comment,Spanish
94,2412,Im Streit um Lockerungen der Corona-Maßnahmen in den USA hat der New Yorker Gouverneur Machtansprüche von Präsident Donald Trump zurückgewiesen. ,Comment,Comment,
95,1654,Corona Deutschland aktuell: Einreise nach Deutschland: Pflicht-Quarantäne ab Freitag / SWP Online - AMP ,Comment,Comment,
96,2593,"Weltweite Reisewarnung für nicht notwendige, touristische Reisen Reisewarnung AuswärtigesAmt CoronaVirus Corona Covid19 Warnung Reisen Zuhausebleiben SafetyFirst WirbleibenZuhause nichtsriskieren ",Unrelated,Unrelated,
97,8,"Bayern Ausgangsbeschränkung 
Ab Freitag 00:00 für 14 Tage - Arbeit: weiter ja
- Logopäden, Therapeuten,... gr geschlossen
- Altenheime/Kkh weitestgehen kein Besuch
- Friseure zu
- Bau- Gartenmärkte zu
- Gastronomie zu!!! (ausser togo/drivein/) corona covid19 covid19de",Comment,Comment,
98,2929,"Guter Plan! Ist vielleicht nicht jedem Polizisten möglich, aber der NYPD Ableger Germany macht Homeoffice Covid_19 ",Unrelated,Unrelated,
99,10,Engel schlafen nicht!!!,Unrelated,Unrelated,Portuguese
