,orig_idx,raw_text,orig_label,predicted_label,translated_from
56,660," <USERNAME> <USERNAME> Eine Zeit nach Corona ist erstmal nicht abzusehen. Alleine das Kontaktverbot sollte noch mehrere Wochen Bestand haben. Und dann stehen wir immer noch am Anfang, verstehen nur viele nicht",Support,Refute,
57,1971,"Zuhause bleiben ist das neue sozial.
FlattenTheCurve coronavirus",Support,Unrelated,
58,2713,"Belgien trifft die Maßnahmen, die Deutschland schon treffen hätte sollen. Doof für den Einzelnen, gut für alle. Covid_19 CoronaVirusUpdate ",Support,Unrelated,
59,854,"die menschenleere Rialto Brücke in Venedig an diesem sonnigen Mittag heute der Autor des Videos hält ein Plädoyer für einen Shutdown, gegen ökonomischen Interessen und für eine maximale Eindämmung  Corona
CoronavirusPandemic
coronavirus",Support,Comment,
60,1849,Wie groß bin ich?😂,Comment,Unrelated,Hindi
61,1559,"Tretet diesem Merkel Monster endlich in den Arsch !
Merkel über Coronavirus-Bekämpfung: ""Maßnahmen, die es so in unserem Lande noch nicht gegeben hat"" via <USERNAME>",Support,Refute,
62,1786," 2 Freunde arbeiten auf Intensivstationen. Das mittlere Kind ist wegen Corona in Quarantäne. Die beiden werden nicht getestet. Auskunft des Landes Nö und Hotline: "" sie waren in keinen Risikogebiet und könnten ja auch krank arbeiten gehen""",Support,Refute,
63,2610,"Neue slowakische Regierung unter <USERNAME>
steht gleich zu Beginn ihrer Amtszeit unter großem Erfolgsdruck. Wichtig ist, dass sie sich nicht von internen Streitereien lähmen lässt und konsequent Maßnahmen zur Eindämmung der Corona-Pandemie ergreift.
",Support,Comment,
64,696,Zur Forderung der Ausgangssperre derWaadtländer Regierung noch dies. Die totale Verharmlosung des COVID19 durch RR Leuba in <USERNAME> ,Refute,Unrelated,
65,345,"Bayerns Innenminister Herrmann hat bekräftigt, dass es im Kampf gegen Corona keine Ausnahmeregelungen für den Fußball geben wird. Die Bundesligen wollen so bald wie möglich den Spielbetrieb ohne Zuschauer wieder aufnehmen.
",Comment,Refute,
66,2641,"Guten Morgen, es ist Samstag, 21.3. Thread Nr. 10 zu Corona Dresden CoronaSN. Seit Mitternacht gibt es Ausgangsbeschränkungen <USERNAME> OB Dirk Hilbert: „Die Unvernunft von einigen führt jetzt zu härteren Maßnahmen für alle.“",Comment,Support,
67,1590,SmartDistancing als Strategie nach dem hoffentlich bald beendeten Lockdown. Corona Covid19  via <USERNAME>,Support,Comment,
68,2096,Eindämmung der Pandemie: Merkel: Debatte über Lockerung der Corona-Maßnahmen verfrüht ,Refute,Comment,
69,295,"Wie dämmen wir dieses neue exponentiell vermehrende Virus🦠ein?
🔘Pressekonferenz sperren?
🔘Ausgangssperren für Leute über 1,85m&amp;große👂?
🔘1M*Abstand zwischen PK s *Monat
Wir müssen dringend handeln sonst gehen uns d Journalisten aus!
Oder gar d eigenen Meinungen😱 ZiB1 ",Refute,Support,
70,2408,"Aus aktuellem Anlass: In diesem Newsletter infomieren wir euch regelmäßig über aktuelle Veränderungen im HVV, Radverkehr &amp; Autoverkehr in Bezug auf die Corona-Krise. Kostenlos. Hier anmelden. coronavirus covid19 ",Unrelated,Comment,
71,1297, 💓🤝💋👌,Refute,Comment,
72,2508," Könnt ihr bitte einfach die
Anweisungen der Regierung befolgen, damit wir dieses COVID-19 ausschalten
können und fertig?! Ich fühle mich wie ein Ki…",Refute,Support, English
73,1721,"Die ""Stiftung - Dein Zuhause hilft"" stellt 1 Mio. Euro für Corona-Hilfsmaßnahmen zur Verfügung. ❤️ Weitere Infos unter 🏡 zusammenhaltimwesten legwohnen legimmobilien immobilien NRWwohntLEG nordrheinwestfalen wohnungsmarkt ImmoNews ",Unrelated,Comment,
74,2025,Flensburg: Warnung vor Polizeistaat – Protest gegen Corona-Maßnahmen auf dem Südermarkt | ,Refute,Comment,
75,1660,Erster Corona-Fall: ZDF verordnet ab sofort Homeoffice ,Unrelated,Comment,
76,2530,"Coronavirus - Schulschließungen:Warum dieses Flickwerk? Immer diese Kritik, machs doch besser Du Armleuchter",Support,Comment,
77,443,guter Artikel zum Thema KurveFlachHalten Corona Statistik Maßnahmen Prävention Mitmachen Verantwortung FlattenTheCurve ,Unrelated,Comment,
78,1204,"Der Girlsride pausiert vorerst. Ich werde zwar - wenn möglich - weiter Rad fahren, aber nicht in einer Gruppe. Ich bitte alle um Verständnis, kommt alle eurer gesellschaftlichen Verantwortung nach und bleibt gesund! FlattenTheCurve COVIDー19 coronavirus ",Unrelated,Support,
79,322,cn corona ah ja wir sind bei den quarantäne-aus angekommen. sometimes you just gotta do what you need to cope,Support,Unrelated,
80,2426,Ich muss euch nicht erklären warum es eine schlechte Idee ist die Maßnahmen an einem mathematischen FAKTOR auszurichten oder? COVID19 Cornona Coronakrise ,Refute,Unrelated,
81,89,"Erst wenn die letzte Coronaparty vergangen, das letzte Klopapier gekauft, der letzte Bürgermeister Ausgangsverbot verhängt hat, werdet ihr merken, dass Corona noch viel schlimmer ist.",Comment,Refute,
82,96,"7.750 Menschen sind Samstagvormittag in Österreich (10.30 Uhr) mit dem Coronavirus infiziert gewesen. Die Zahl der bestätigten Todesfälle durch COVID19 ist auf 68 gestiegen, das sind um zehn mehr als Freitagmorgen. bleibdaheim coronavirusat ",Unrelated,Comment,
83,526,US-Forscher behaupten - Zwei Meter Corona-Sicherheitsabstand reichen nicht Ratgeber,Support,Comment,
84,1741,"Mobiles Arbeiten in der Corona-Krise – effiziente und sichere Kommunikationslösungen helfen dabei. Aber was ist notwendig, um den normalen Büroalltag zu Hause zu meistern? Das erfahrt Ihr in unserem neusten Blogbeitrag: HomeOffice Blog ",Unrelated,Refute,
85,325," <USERNAME> Es ist die dringende BITTE des Bundesrates und von allen Menschen die zu einer Risikogruppe gehören und von allen Menschen, die gar nicht wissen, dass sie ev. auch gefährdet sind. StayAtHome COVID19 Covid_19 ",Unrelated,Support,
86,2155,"Der Unterricht kann doch mit ganz einfachen Maßnahmen sofort fortgesetzt werden, wenn nur ein bisschen nachgedacht wird: Klassen in 2 Gruppen teilen, jeden 2. Tag ganztägigen Präsenzunterricht, also Mo-Mi-Fr und Di-Do-Sa. Nicht herumreden sondern machen. <USERNAME> ",Support,Refute,
87,2385,"WirVsVirus Hackathon: In 48 Stunden gemeinsam gegen die Corona-Krise. Meinen persönlichen Erfahrungsbericht gibt es auf  <USERNAME> <USERNAME> <USERNAME> <USERNAME> 
wirvsvirushack wirvsvirus wirvsvirushackathon franzidesign ",Unrelated,Comment,
88,691,"Michael Müller gesteht Fehler beim Coronavirus-Krisenmanagement ein. ""Ich hätte auch schneller entscheiden müssen, wirklich alles abzusagen"", sagte er im <USERNAME> Zudem regte er eine Einschränkung des Bahnverkehrs an. Newsblog CoronavirusBerlin: ",Unrelated,Refute,
89,1401,"Während Corona-Krise und Lockdown stellen wir allen Nutzern den Versandhausberater als EPaper kostenlos zur Verfügung. Die Wochenausgaben, die Onlineversionen komprimiert zusammenfassen, sind auf  ohne Registrierung abrufbar. ",Unrelated,Comment,
90,478,Er hat recht. Europa Spezial Deutschland hat aufgegeben und hat es nicht im Griff. 70% sollen Corona bekommmen. Wusste man vorher schon aber Maßnahmen zum Schutz der Bevölkerung bleiben aus. ,Support,Refute,
91,212,die die sich aufregen das manche nicht komplett StayAtHome sind begreifen auch nicht das viele raus arbeiten müssen!!! nicht jeder is son kleiner schei... angestellter der weiter seine kohle in den arsch gepumpt bekommt!! corona virusgenerve arbeiten Deutschland COVID2019,Refute,Support,
92,2552," Konische Katze sieht gaaaanz
traurig aus",Unrelated,Comment,English
93,641,Coronavirus: Das sind die Umbuchungsregeln der Airlines ,Unrelated,Comment,
94,1916,"Bei uns im Einkaufszentrum ElsterPark in Plauen haben sie jetzt Anti-Corona-Maßnahmen ergriffen.
Effekt:
- Durch die vorgegebenen Wege ist sichergestellt, dass jede(r) wirklich an jede(r|m) mal vorbeikomme.
- alle halte mich viermal so lange im Gebäude auf, weil sie nicht 1/n",Unrelated,Support,
95,1021,"Berliner Linke lehnt Ausgangssperre in Coronavirus-Krise ab Die Berliner Linke ist entschieden gegen eine Ausgangssperre in der Coronavirus-Krise. 
",Refute,Comment,
96,2112," Eda-san, bist du nicht immer kaputt?",Refute,Unrelated,Japanese
97,2715,"Die letzten Jahrzehnte hatten wir in Europa Schlaraffenland.
Keine großen Krisen, keine Reisebeschränkungen, alles war immer und überall zu bekommen.
Und nun?!
4-6 Wochen Sozialleben u Kontakte runterfahren.
COVIDー19 Corona 1/2",Comment,Unrelated,
98,868,In bonn dürfen werdende Väter nicht mal mehr bei der geburt dabei sein. Ich bin schockiert und hoffe dass dieses Verbot wieder aufgehoben wird. Denn ich möchte definitiv nicht alleine unser Kind entbinden... followerpower COVID2019 coronavirus,Refute,Support,
99,1412,"Covid19 Pandemie aus Sicht einer Pflegeperson: - Polizei mit ausreichend Abstand zu Menschen trägt Mundschutz
- Kassiererin im Supermarkt hustet ohne Mundschutz - bekommt auch keine Handschuhe
- Arzt mit ausreichend Abstand zum Erkrankten bekommt Mundschutz",Refute,Support,
100,784,In Berlin gibt es mittlerweile 688 festgestellte Fälle von COVID19. Das sind 169 mehr als gestern. StayAtHome FlattenTheCurve SocialDistanacing ,Unrelated,Support,
101,2138,"staythefuckhome – Lockdown in der Schweiz. Livio Carlin meldet sich aus dem Homeoffice. Warum SocialDistancing aktuell so wichtig ist, fasst er für euch hier nochmals zusammen. srfunzipped coronavirus ",Support,Comment,
102,1523,Frohe Rest Ostern: Zwei Stimmen zum Corona Lockdown in Kroatien - ,Unrelated,Comment,
103,283,"Corona haauch tute Seiten... es werde Politiker gelobt, plötzlich ist HomeOffice für viele Arbeitnehmer möglich und wir decken Defizite in Versorgung auf und es wird hoffentlich allen klar, dass Reform des Gesundheitssystems zu den Prioritäten gehören sollte ",Unrelated,Support,
104,347,"PRO STUNDE MEHR ALS EIN TOTER IN NewYork coronavirus erschüttert die USA
Gespenstische Leere in Millionenmetropole + Cannabis-Läden bleiben geöffnet + Plünderer in SanFrancisco + Trump erwägt kompletten lockdown 
Grote econom. schade in hele wereld",Unrelated,Comment,
105,1048,BusinessContinuity in Krisenzeiten: CreaLog MobileCallRecording unterstützt die Finanzbranche in der Corona-Pandemie: MiFIDII homeoffice mobileworker FinVermV coronakrise MCR MVR MobileVoiceRecording swisscom A1Telekom DeutscheTelekom ,Unrelated,Comment,
106,1813,"Ja, Herr Ja, ich danke dir, Vater,
Gott, ich danke dir",Support,Unrelated,English
107,2434,Geflüchtete vor Corona schützen! Flüchtlingsrat SH fordert effektive Maßnahmen zum Schutz von Geflüchteten und Personal in Unterkünften und Behörden zur Eindämmung der Pandemie. via <USERNAME>,Unrelated,Comment,
108,1658," Guten Morgen! Wir haben Ihnen per DM
 geantwortet und werden dies auch weiterhin tun. Mit freundlichen Grüßen,
 Bianca R.",Support,Unrelated, Spanish
109,1092,Afrikanische Generalkonsuln: Maßnahmen in Guangdong gegen COVID-19 sind wirksam und hilfreich ,Support,Comment,
110,711, Lachen verboten in Zeiten von corona. Oder nur dezent hinter dem Mundschutz? Es ist kein Aprilscherz über coronavirus erlaubt.,Comment,Unrelated,
111,2824,Lockerung der Corona-Regeln: Der Leichtsinn hat begonnen przez <USERNAME>,Support,Comment,
112,2452,"Ihhh sind viele hier zu Hause
aufgetaucht, haben sogar meine Kleidung benutzt 😁.",Support,Unrelated,Portuguese
113,2966,"Ausgangssperre vs. Spring Break: Corona meets Chlamydia. Echt, in den USA geht's immer noch 'ne Nummer härter. ",Support,Comment,
114,260,"A wie Ausmalbilder - für Eltern, die während stayathome stayhomechallenge Kinder beschäftigen müssen. 🖍️Wagen von Badaani 3. Jt.v.Chr.
Ausstellung GoldundWein Georgien Archäologie im <USERNAME> Kooperation mit <USERNAME> &amp; <USERNAME> corona © <USERNAME> (2/4) ",Unrelated,Support,
115,2519,"Wo sind die Lösungen zwischen Schwarz &amp; Weiß – zwischen Öffnung &amp; Schließung? Um auf diese Frage die passenden Antworten zu finden, muss das Corona-Kabinett nachbessern. Mehr zu den Vorschlägen unserer Bundesvorsitzenden <USERNAME> Wirtschaft ",Unrelated,Comment,
116,1335,"Mein liebstes Twitter. Zur Zeit bist du leider nicht relevant für mich, das produktive Leben spielt sich bei WhatsApp, Facebook und Instagram ab. Deswegen muss ich dich depriorisieren (OZG-Vokabel, ich lieb‘s). See you soon. 
FlattenTheCurve coronavirus ",Unrelated,Support,
117,1448,Für die Gesundheit in Corona-Zeiten ist Social Media Distancing genauso wichtig wie Social Distancing. In diesem Sinne wünsche ich euch einen guten Wochenstart!,Support,Comment,
118,1345,wirBleibenZuhause - jetzt Zusammenhalt und Solidarität in RLP zeigen und alles für eine langsamere Verbreitung tun! FlattenTheCurve coronavirusdeutschland coronavirus COVID19 ,Support,Refute,
119,1275,"Coronavirus unnötiger Alarm bei COVID-19?Harald Lesch
Sind diese Quarantäne und Ausgangsbeschränkungen übertrieben?Wäre diese Coronavirus nicht über einen Test endeckt,dann wäre es nicht aufgefallen. Ausweis COVIDー19 coronavirus coronadeutschland ",Comment,Refute,
120,2828,"Zeit um zu träumen hat man ja nun genug! Ich träume davon, bald wieder mit lieben Menschen unbeschwert am Yachthafen verbringen zu dürfen. Auf einmal werden die Träume kleiner!? wirbleibenzuhause Coronavirus AnmerkungohnePolemik Ruhrgebiet",Unrelated,Support,
121,1476, Genau. Wahrscheinlich haben die Angestochenen den 2 mtr. Abstand nicht eingehalten (Corona) und da wussten sich die Messermänner nicht anders zu helfen 🤷‍♀️,Comment,Unrelated,
122,1825,"Wir haben derzeit 2 Palliativ Patienten auf unserem Wohnbereich (Altenheim). Bei uns ist Besuchsverbot.
ABER wenn sich der Zustand drastisch ändert, dürfen Angehörige mit einigen Voraussetzungen kommen und sich verabschieden. Einbisschen Menschlichkeit. COVID19 coronavirus",Comment,Support,
123,2798,"Hoffentlich bekommen Wir keine bzw wird eine Ausgangssperre nicht nötig! Schöner wäre wenn alle sich an Corona Regeln halten!!Was mich anfängt zu nerven, das bestimmte Leute, gerade Die, Die sonst wenig einkaufen,Hamstern wie blöd!! Leute das ist Unsosozial!Absolut Egoistisch!",Comment,Support,
124,1881, <USERNAME> Ich bin nicht komplett gegen Pflegeheime aber so wie jetzt mit Besuchsverbot das ist unmenschlich.  Die werden nach Corona wohl alle das Hygiene Konzept perfektionieren müssen,Comment,Refute,
125,800,"Nicht unterkriegen lassen Herr <USERNAME> ! Menschen wie Sie sind in dieser Zeit sehr wichtig. Für uns alle! Auch die letzten ""Hater"" werden das noch begreifen.
bleibdaheim CoronaPandemie corona stayathome CoronaVirusDE Covid_19 covid_19DE wirbleibenzuhause ",Unrelated,Support,
126,202,Liebe WirVsVirusHack Projekte: Benötigt ihr finanzielle Unterstützung um die nächste Stufe zu zünden? Wir entwickeln gerade einen dezentral-organisierten Fonds (DAO) der Projekte im Zusammenhang mit Corona unterstützt. Tragt euch hier ein: ,Unrelated,Comment,
127,1486,"Wegen Coronavirus-Quarantäne Aufstand von Migranten im Flüchtlingslager in Suhl. Hissen ISIS-Flaggen und drohen, die Einrichtung nieder zu brennen. ",Unrelated,Comment,
