,orig_idx,raw_text,orig_label,predicted_label,translated_from
13,1298," <USERNAME> <USERNAME> <USERNAME> <USERNAME> Unsere Bundesregierung hat sich in Sachen Coronavirus höchst dilettantisch verhalten u tut dies immer noch. Wenn man jetzt auch noch lesen muss, dass Reisende aus aller Welt immer noch am Frankfurter Flughafen ankommen u diesen ohne Quarantäne verlassen können, dann platzt einem",Comment,Comment,
14,2825,"Ich persönlich stimme der Entscheidung zu
und teile die Angst der betroffenen Stakeholder vor den Auswirkungen von
Entscheidungen, die auf das öffentliche Interesse abzielen.Ich denke, die
Regierung sollte…",Comment,Comment, Arabic
15,2242,"Und <USERNAME> ist skeptisch, ob nach dem Ende des Lockdowns Deutschland direkt zur Normalität zurückkehrt. Lindner lockdown COVIDー19 Corona ",Comment,Comment,
16,2810,"Coronavirus: ""Parks und Spielplätze bleiben offen"" bei 1-Meter-Sicherheitsregel ",Comment,Comment,
17,537,"Bund liefert rund 1,7 Millionen Schutzmasken an Sachsen DSXN Corona FlattenTheCurve COVIDー19 Gesundheit Kra...",Unrelated,Unrelated,
18,587,Corona in Köln: Maternus-Grundschule: Alle Schüler und Lehrer in Quarantäne (via <USERNAME> ,Comment,Comment,
19,117,"Aigües del Prat garantiert die
Versorgung aller Haushalte während dieses Alarmzustands aufgrund des
Coronavirus. Ich mache auch neu…",Comment,Comment, Catalan
20,2902,Bitte lesen❗️“Der Judenhass macht keinen Halt vor einer Ausgangssperre. Wir haben den Antisemitismus im Netz unter die Lupe genommen“. Covid19 ,Comment,Comment,
21,1956,Fragen und Antworten: Das müssen Sie zu den Corona-Maßnahmen im Südwesten wissen ,Comment,Comment,
22,2268,Also ich kenne die GroßeFreiheit auch menechenleer. Einen Sonntagabend im Sommer 2018. Und nicht 9.11. wirbleibenzuhause COVIDー19 Covid_19 coronavirus COVID19 Corona CoronaOutbreak deutschland CoronaVirusUpdates COVID2019,Unrelated,Unrelated,
23,1899," <USERNAME> <USERNAME> Wollen Sie behauptet, das Coronavirus sei das Ergebnis der Einschränkungen beim Flugverkehr, oder was wollen Sie behaupten?",Comment,Comment,
24,2438," Und morgen schicken wir alle ein Foto vom Homeoffice zu euch, damit ihr nicht ganz vereinsamt COVID19 ",Unrelated,Unrelated,
25,2331,"Keine Veranstaltungen, keine Partys, keine Besuche bei Freunden, im Restaurant oder auf dem Spielplatz: Das erste Wochenende mit den neuen Corona-Regeln steht an. Doch auch zu Hause kann man so manches Abenteuer erleben. Wir haben Tipps gesammelt. ",Comment,Comment,
26,2677,"""Abschiebungen aus Hessen werden wegen der Coronakrise nicht pauschal ausgesetzt."" <USERNAME> ""Von nicht notwendigen Reisen raten wir ab"". Während Corona und immer: Abschiebestopp wirbleibenzuhause 
",Unrelated,Unrelated,
27,1184,"„da keine Befunde, sondern nur die Anschriften der unter Quarantäne stehenden Personen übermittelt würde“. Mit Verlaub. Das ist schon schmerzhaft dummdreist. Natürlich werden sensible Daten offenbart. Setzen sechs, eher sieben. ",Comment,Comment,
28,635,"++ Das Landratsamt Tirschenreuth hat wegen der Verbreitung des Coronavirus für die Stadt Mitterteich eine Ausgangssperre verhängt. Es ist die erste Stadt in Bayern mit einer solchen Maßnahme. Sie soll bis zum 2. April dauern, wie die Behörde mitteilte. ",Comment,Comment,
29,2787, ,Comment,Comment,
30,1597,"Die FDP Saar fordert einen Expertenrat nach dem Vorbild von NRW, um die bisherigen Maßnahmen zu evaluieren und eine mögliche Exit-Strategie aus den Corona-bedingten Einschränkungen des öffentlichen Lebens zu beraten. ",Comment,Comment,
31,567,"Corona-Krise: Für das gesamte energate-Team ist es selbstverständlich, alles zu tun, um die Pandemie so gut wie möglich einzudämmen✅
Für unsere Kunden ändert sich dabei nichts! Alle Infos gibt es hier➡️ Homeoffice COVID19de COVID19 FlattenTheCurve ",Comment,Comment,
32,1117,Covid-19 - Bundesweites Versammlungsverbot beschlossen ,Comment,Comment,
33,2723,Weiterhin empfehlenswert: der Podcast von Virologe Prof. Drosten von der Charité. FlattenTheCurve COVIDー19 Corona,Unrelated,Unrelated,
34,1097,"Hi! Wir sind SafeMarket! wirvsvirus
SafeMarket bietet verantwortungsvollen Bürger:innen einen digitalen Reservierungsservice, der Warteschlangen und Infektionen minimiert, damit alle in Zeiten von Corona sicher einkaufen gehen können.",Unrelated,Unrelated,
35,2612,"Die Freiheitsrechte, welche im Moment beschnitten werden, mit vielen guten Gründen, hat irgendwer schon erwähnt ab welchem Zeitpunkt sie wieder hergestellt werden und in welchem Umfang oder hoffen wir einfach nur darauf...? lockdown COVID19 CoronaVirusUpdate",Comment,Comment,
36,309,Betriebsschließung: Hundesalon muss zur Eindämmung der Verbreitung des Coronavirus schließen COVID19 COVIDー19 Coronakrise COVID2019 SARSCoV2 coronadeutschland CoronaVirusDE ,Comment,Comment,
37,623,"Gibt es in D gleiche Zugangschancen zu Tests, CT-Diagnostik, Intensivmedizin und Beatmungsgeräten für Privat- und Kassenpatienten? | Ist die Zwei-Klassen-Medizin in der Coronakrise vorübergehend abgeschafft? lanz CoronaVirusDE COVID19 Kontaktsperre SARSCoV2",Unrelated,Unrelated,
38,182,Traiskirchen verschärft Corona-Maßnahmen ,Comment,Comment,
39,2286,"Hallöchen meine Lieben!
Ich habe mich dieses Mal für The Forest entschieden und hoffe ihr schaut mal rein! Wo man zu Zeiten von Corona nicht verreisen kann, lande ich gerade frisch auf einer Insel voller Hamsterer!  
smallyoutuber deutsch stayathome",Unrelated,Unrelated,
40,2044,"Wenn diejenigen, die jetzt ständig nach Joggen, Spazieren &amp; Kinderspielen im Freien rufen, das auch nach der Corona tun, haben wir bald kein Übergewicht in Österreich
(Was macht ihr im Winter? Ist doch 3 Monate schirch dunkel &amp; alle bleiben eh die ganze Zeit ham?) BleibtZuhause",Support,Support,
41,692,wieso werden bei vier kassen zwei nebeneinander befindliche geöffnet anstatt die menschen auf die äußersten kassen zu verteilen und somit den abstand zueinander zu vergrößern? gibts da keine anweisung an die filialen? <USERNAME> Covid_19 coronavirus CoronaVirusAT ,Unrelated,Unrelated,
42,2358,"Haben eigentlich die Hörgeräte Akustiker noch auf? Wahrscheinlich auch nicht oder? Wenn jetzt Batterien ausgehen, muss man bestellen, ne? COVID19 CoronaHilfe bleibdaheim",Unrelated,Unrelated,
43,670,"Damit beim solidarischen Zuhausebleiben keine Langeweile aufkommt gibt es dieses Wochenende etwas Besonderes. Beim wirvsvirus Hackathon werden kreative Lösungen für Herausforderungen, die im Zuge der Corona Krise entstehen, gesucht.
Pressemitteilung: ",Unrelated,Unrelated,
44,1088,"Weitere logarithmische Plots aktueller Covid19-Infiziertenzahlen, die zeigen wie Soziale Distanz die Epidemie ausbremst. Coronakrise Bei EsP und D zeigt sich dass die Maßnahmen zur Schaffung sozialer Distanz nach einer Woche erste Wirkungen zeigen. ",Comment,Comment,
45,1547,Sachsen-Anhalt/Corona Massenhaft Hinweise auf verbotene Versammlungen via <USERNAME>,Comment,Comment,
46,60,Coronavirus: Bund und Länder einigen sich auf Kontaktverbot !!! ,Comment,Comment,
47,1858,"juris PraxisReport Strafrecht 7/2020: Corona-Schutzverordnung NW und Infektionsschutzgesetz – eine erste Betrachtung aus straf- bzw. bußgeldrechtlicher Sicht, von Dr. Jens Peglau, RiOLG, COVIDー19 Coronakrise SARSCoV2 ",Comment,Comment,
48,1514,"...und wenn man dann doch versucht ist, hilft der Blick auf diese Entscheidungshilfe👇
FlattenTheCurve COVID19 ",Unrelated,Unrelated,
49,57,"Corona-Quarantäne Tagebuch von <USERNAME> kennt fast jeder. Abr weisst man, dass er auch Buchautor ist? ""Ich halte nicht die Klappe. Mein Leben als Überzeugungstäter in der Chefetage"" habe ich mal für NGFH besprochen. Leseempfehlung ",Unrelated,Unrelated,
50,2826,Die <USERNAME> sitzt gemeinsam zusammen um beim WirvsVirusHackathon das Projekt 031_patient_app_selbstdokumentation voranzutreiben. Patient*innen mit einer diagnostizierten COVID-19 Erkrankung stehen so auch in Quarantäne im Austausch mit der Forschung.,Comment,Comment,
51,345,"Bayerns Innenminister Herrmann hat bekräftigt, dass es im Kampf gegen Corona keine Ausnahmeregelungen für den Fußball geben wird. Die Bundesligen wollen so bald wie möglich den Spielbetrieb ohne Zuschauer wieder aufnehmen.
",Comment,Comment,
52,642,Noch mehr Fakten am ReosFactFriday! Welche Maßnahmen haben Sie bereits ergriffen? ReosSoftware thinkdigital SmartBuildings SmartNews SmartSolutions innovation RealEstate PropTech WevsVirus coronavirus – <USERNAME> <USERNAME> ,Unrelated,Unrelated,
53,2471,Psychologe erklärt: Daher kommt die Wut auf die Corona-Maßnahmen ,Comment,Comment,
54,1043,"Moin. Kompaktes gutes Video von <USERNAME> zu Corona.
Danke dafür. Daher bleibtzuhause und mindestens MaskeAuf. ",Unrelated,Unrelated,
55,1434,【Popular No.1 Topics in Austria!】 Tom_Hanks Rita_Wilson Coronavirus So geht es Tom Hanks in der Corona-Quarantäne,Comment,Comment,
56,2928," Ich verstehe McConnells Wut, denn
die Lage ist düster. Aber es war seine Entscheidung, die Verhandlungen ohne
die Demokraten zu beginnen, die…",Unrelated,Unrelated,English
57,1663,"Was bedeutet die Ausgangsbeschränkung? Antworten findet ihr in unseren FAQs unter oder über unsere Hotline, die auch am Wochenende von 10 bis 16 Uhr besetzt ist. covid_19 corona handwerk handwerker mittelfranken ",Comment,Comment,
58,1625,"Ein Virus verändert die Arbeitsbedingungen. HomeOffice scheint das Patentrezept – aber was genau ist eigentlich Home Office? Zwischen Sprachgebrauch und Arbeitsrecht. Arbeitswelt Change Facts Corona
",Unrelated,Unrelated,
59,2183,Jena - Für den Schutz: Stufenweise wird in Jena die Nasen-Mund-Bedeckungspflicht eingeführt ,Comment,Comment,
60,545,Sogar ⁦<USERNAME> erfasst es klarer als unsere ⁦<USERNAME> .. toll ausgedrückt und auf den Punkt gebracht Herr Pocher StayAtHome COVID19 coronavirusdeutschland Politikversagen germanylockdown ,Unrelated,Unrelated,
61,1010,"Neuseeland verkündet nie dagewesene (Quarantäne-)Maßnahmen coronavirus COVIDー19 . Im November 1918 spanischegrippe ließ das neuseeländische Gesundheitsamt tausende Flugblätter in der Sprache der Maori drucken, u.a. mit Empfehlungen zur Pflege Grippekranker pandemie",Comment,Comment,
62,2408,"Aus aktuellem Anlass: In diesem Newsletter infomieren wir euch regelmäßig über aktuelle Veränderungen im HVV, Radverkehr &amp; Autoverkehr in Bezug auf die Corona-Krise. Kostenlos. Hier anmelden. coronavirus covid19 ",Unrelated,Unrelated,
63,2212,"Island meldet 2. Fall von Coronavirus; Die Regierung sagt, jeder, der aus Italien zurückkehrt, sollte sich 14 Tage lang unter Quarantäne stellen.
Coronovirius COVID19 CoronavirusIceland ",Comment,Comment,
64,167,Coronavirus: Restaurants und Schulen müssen schließen – Belgier bereiten sich auf den Beinahe-Lockdown vor Handelsblatt,Comment,Comment,
65,2551,"„Irgendjemand muss doch was für unsere Rettung tun!“
Carrie Fisher als Prinzessin Leia in <USERNAME>
coronaquotes
wirbleibenzuhause covid19",Unrelated,Unrelated,
66,291,Der Coronavirus stellt Gewohnheiten auf die Probe. Frankfurt SocialDistancing ,Comment,Comment,
67,812,"Eine Studie des Imperial College warnt vor wiederkehrenden Ausbrüchen des Coronavirus, weshalb Einschränkungen des öff. Lebens bis zu 18 Monate dauern könnten. Das NESCI kritisiert, dass Projektion zu pessimistisch ist: 
Thread 1/4",Comment,Comment,
68,443,guter Artikel zum Thema KurveFlachHalten Corona Statistik Maßnahmen Prävention Mitmachen Verantwortung FlattenTheCurve ,Unrelated,Unrelated,
69,1585,Österreich will ab 14. April die Anti-Corona-Maßnahmen lockern news nachrichten via tagesschau infoyou,Comment,Comment,
70,2381,Corona-Pandemie in Deutschland und weltweit: Polen will ab 19. April Maßnahmen schrittweise lockern ,Comment,Comment,
71,1204,"Der Girlsride pausiert vorerst. Ich werde zwar - wenn möglich - weiter Rad fahren, aber nicht in einer Gruppe. Ich bitte alle um Verständnis, kommt alle eurer gesellschaftlichen Verantwortung nach und bleibt gesund! FlattenTheCurve COVIDー19 coronavirus ",Unrelated,Unrelated,
72,156,"Die Verbreitung des Coronavirus soll eingedämmt werden. Deshalb haben der KantonFribourg und der Bundesrat Massnahmen getroffen. Aufgrund dieser Vorgaben hat das SKJV die Lehrgänge/Weiterbildungen bis 30.04.20 unterbrochen. stayhealthy stayathome 
",Comment,Comment,
73,1741,"Mobiles Arbeiten in der Corona-Krise – effiziente und sichere Kommunikationslösungen helfen dabei. Aber was ist notwendig, um den normalen Büroalltag zu Hause zu meistern? Das erfahrt Ihr in unserem neusten Blogbeitrag: HomeOffice Blog ",Unrelated,Unrelated,
74,2190,Die Menschen in Hannover haben sich auch am Ostersonntag weitestgehend an die Corona-Regeln gehalten. Am Maschsee wurde es am Nachmittag allerdings etwas zu voll. Hier musste die Polizei häufiger eingreifen. [NP Plus] ,Comment,Comment,
75,325," <USERNAME> Es ist die dringende BITTE des Bundesrates und von allen Menschen die zu einer Risikogruppe gehören und von allen Menschen, die gar nicht wissen, dass sie ev. auch gefährdet sind. StayAtHome COVID19 Covid_19 ",Unrelated,Unrelated,
76,608,"(2/3) ASF-Geschäftsführerin Jutta Weduwen: Wenn die Einschränkungen durch Covid-19 weiterreichen &amp; ab Sommer/Herbst keine Freiwilligen- und Begegnungsprogramme stattfinden können, bedeutet dies eine Bedrohung für uns und für die gesamte zivilgesellschaftliche Trägerlandschaft.",Comment,Comment,
77,1793,Ich hoffe er kommt nicht so einfach davon...Trump TrumpVirus coronavirus StayHome CoronaZeit coronavirusdeutschland COVID19de COVIDー19 ,Unrelated,Unrelated,
78,2164,Beschäftigte in der Telekommunikations-Branche ermöglichen in der Corona-Krise Teilhabe am sozialen Leben. Sie verbinden Familien. Ohne euch gäbe es kein Homeoffice! Zusammenhalten. Solidarität erleben. Danke für euren Einsatz! verdi telekommunikation solidarität DANKE ,Unrelated,Unrelated,
79,2812,Quarantäne 2 - Der Speck muss weg. corona AnimalCrossing ACNH NintendoSwitch ,Comment,Comment,
80,2252,Der Bund greift Unternehmen mit Liquiditätsproblemen mit 20 Milliarden Franken unter die Arme. Am Mittwoch hat der Bundesrat die Details dazu geregelt. Coronavirus Kredite ,Comment,Comment,
81,784,In Berlin gibt es mittlerweile 688 festgestellte Fälle von COVID19. Das sind 169 mehr als gestern. StayAtHome FlattenTheCurve SocialDistanacing ,Unrelated,Unrelated,
82,283,"Corona haauch tute Seiten... es werde Politiker gelobt, plötzlich ist HomeOffice für viele Arbeitnehmer möglich und wir decken Defizite in Versorgung auf und es wird hoffentlich allen klar, dass Reform des Gesundheitssystems zu den Prioritäten gehören sollte ",Unrelated,Unrelated,
83,2632," Coronavirus in China: Fahrverbote und Hausarrest für Kritiker. 
über <USERNAME>",Comment,Comment,
84,554,"Mit Abstand am sympathischsten sind mir die Experten, die bei jeder dritten Frage antworten, dass sie es nicht oder noch nicht wissen. CoronaPandemie coronavirus COVID2019 COVID19",Unrelated,Unrelated,
85,2959," Alles eine Frage des Zeitpunkts: wer zu spät kommt... kann es nicht wieder gut machen, bezahlt mit höheren Opfern. Wer coronavirus unterschätzt hat, muss schlimmere Maßnahmen länger durchhalten. Die vielen unerkannten Fälle sind kaum zu stoppen.",Support,Support,
86,1501,WOW 😊 <USERNAME> wir arbeiten in meinem Team seid 3 Monaten mit <USERNAME> und ich bin total begeistert 👏👏👏 tolle Initiative um Homeoffice in Zeiten von CoronaVirusDE Covid_19 Corona COVID COVIDー19 Coronakrise zu unterstützen. teamsiemens <USERNAME> ,Unrelated,Unrelated,
87,225,"Gutverdienende sind im Homeoffice, Geringverdienende in Kurzarbeit, Kündigungen v.a. bei Pflichtschulabsolventen: 
Wieder ein sehr spannender Beitrag aus dem Corona-Projekt vom <USERNAME> - dieses Mal mit meiner Diplomarbeitsbetreuerin Christine Zulehner 👍 ",Unrelated,Unrelated,
88,1855, Er bringt dir Corona mit 😘,Unrelated,Unrelated,
89,260,"A wie Ausmalbilder - für Eltern, die während stayathome stayhomechallenge Kinder beschäftigen müssen. 🖍️Wagen von Badaani 3. Jt.v.Chr.
Ausstellung GoldundWein Georgien Archäologie im <USERNAME> Kooperation mit <USERNAME> &amp; <USERNAME> corona © <USERNAME> (2/4) ",Unrelated,Unrelated,
90,1335,"Mein liebstes Twitter. Zur Zeit bist du leider nicht relevant für mich, das produktive Leben spielt sich bei WhatsApp, Facebook und Instagram ab. Deswegen muss ich dich depriorisieren (OZG-Vokabel, ich lieb‘s). See you soon. 
FlattenTheCurve coronavirus ",Unrelated,Unrelated,
91,2063,Wer kennt es noch ? COVID19de coronavirus ShutDownGermany FlattenTheCurve DDR MelitzerSpargel Spreewaldgurken ,Unrelated,Unrelated,
92,1275,"Coronavirus unnötiger Alarm bei COVID-19?Harald Lesch
Sind diese Quarantäne und Ausgangsbeschränkungen übertrieben?Wäre diese Coronavirus nicht über einen Test endeckt,dann wäre es nicht aufgefallen. Ausweis COVIDー19 coronavirus coronadeutschland ",Comment,Comment,
93,2828,"Zeit um zu träumen hat man ja nun genug! Ich träume davon, bald wieder mit lieben Menschen unbeschwert am Yachthafen verbringen zu dürfen. Auf einmal werden die Träume kleiner!? wirbleibenzuhause Coronavirus AnmerkungohnePolemik Ruhrgebiet",Unrelated,Unrelated,
94,44,Berater der Bundesregierung machen laut einem Pressebericht die Aufhebung der Kontaktbeschränkungen vom Einsatz von Atemschutzmasken abhängig. Coronavirusde Exitstrategie,Comment,Comment,
95,1825,"Wir haben derzeit 2 Palliativ Patienten auf unserem Wohnbereich (Altenheim). Bei uns ist Besuchsverbot.
ABER wenn sich der Zustand drastisch ändert, dürfen Angehörige mit einigen Voraussetzungen kommen und sich verabschieden. Einbisschen Menschlichkeit. COVID19 coronavirus",Comment,Comment,
96,2951,WIR. sind uns über die gesetzlichen Regelungen bewusst <USERNAME> nur was tun wenn WIR. trotzdem Gesundheitsgefährdungen ausgesetzt werden? <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ,Unrelated,Unrelated,
97,800,"Nicht unterkriegen lassen Herr <USERNAME> ! Menschen wie Sie sind in dieser Zeit sehr wichtig. Für uns alle! Auch die letzten ""Hater"" werden das noch begreifen.
bleibdaheim CoronaPandemie corona stayathome CoronaVirusDE Covid_19 covid_19DE wirbleibenzuhause ",Unrelated,Unrelated,
98,425,"Am Donnerstag sagte BK Sebastian Kurz, dass man die international genutzten Maßnahmen aktuell evaluiere. Die ""neue Normalität"" werde nicht so sein wie jene vor dem Coronavirus.
",Comment,Comment,
99,1,Live: Ministerpräsident Söder zu neuen Corona-Maßnahmen in Bayern. Covid19DE Coronavirus ,Comment,Comment,
100,2538,Breaking News: Corona-Fall: Hertha BSC schickt Mannschaft in zweiwöchige Quarantäne. ,Comment,Comment,
101,294,Ministerium: Tag eins der Schulschließungen lief geordnet Schwerin (dpa/mv) – Der erste Tag der flächendeckenden Schulschließungen in Mecklenburg-Vorpommern wegen des Coronavirus ist nach Einschätzung von Bildungsministerin ... ,Comment,Comment,
102,1688," Die Situation in Ecuador ist
entsetzlich. Der Verbrecher Lenin Moreno ist für diese Barbarei
verantwortlich. Die Leichen liegen schon seit Tagen herum.…",Comment,Comment,Spanish
103,2412,Im Streit um Lockerungen der Corona-Maßnahmen in den USA hat der New Yorker Gouverneur Machtansprüche von Präsident Donald Trump zurückgewiesen. ,Comment,Comment,
104,1654,Corona Deutschland aktuell: Einreise nach Deutschland: Pflicht-Quarantäne ab Freitag / SWP Online - AMP ,Comment,Comment,
105,2593,"Weltweite Reisewarnung für nicht notwendige, touristische Reisen Reisewarnung AuswärtigesAmt CoronaVirus Corona Covid19 Warnung Reisen Zuhausebleiben SafetyFirst WirbleibenZuhause nichtsriskieren ",Unrelated,Unrelated,
106,8,"Bayern Ausgangsbeschränkung 
Ab Freitag 00:00 für 14 Tage - Arbeit: weiter ja
- Logopäden, Therapeuten,... gr geschlossen
- Altenheime/Kkh weitestgehen kein Besuch
- Friseure zu
- Bau- Gartenmärkte zu
- Gastronomie zu!!! (ausser togo/drivein/) corona covid19 covid19de",Comment,Comment,
107,1065," Danke, dass Ihr in Stadtparks aktuell Streife lauft/fahrt (und so leichtsinnige Corona""partys"" auflöst!). Selbst gesehen vorhin (war mim Auto auf dem Heimweg aus der Firma). Ich schreibe lieber nicht, wo genau Ihr seid...
IhrFürUns wirbleibenzuhause StayAtHome",Unrelated,Unrelated,
108,2929,"Guter Plan! Ist vielleicht nicht jedem Polizisten möglich, aber der NYPD Ableger Germany macht Homeoffice Covid_19 ",Unrelated,Unrelated,
109,10,Engel schlafen nicht!!!,Unrelated,Unrelated,Portuguese
110,94,"An dieses Zitat dachte ich auch schon. ""Stell Dir vor, es ist Krieg und keiner geht hin."" Schön wär's. 
""Komisch"", dass es dafür keine Ausgangssperre gibt.(?) 😏
wirbleibenzuhause
Covid_19
PS: Wo ist eigentlich gerade Krieg? Wie lange schon, Wie lange noch? Wer macht da mit? ",Unrelated,Unrelated,
111,2257,"Auf der Website finden Sie eine Auswahl von Liefer- und Unterstützungsangebote für Lebensmittel, Medikamente und warme Mahlzeiten.
<USERNAME> <USERNAME> BleibtZuhause covid19 CoronaInfoCH solidarität👏 ",Unrelated,Unrelated,
