,id_str,label,raw_text
54,1240963831792369664,Refute,"C'est parti pour le deuxième round huhu ☺ 
@lav_malec1951 @blacklsails @ChachatChinois (que 3 oupssss) https://t.co/I26Mzlhx47 https://t.co/Y7whmBQ3h5"
55,1244653931973787648,Comment,
56,1243573879882371072,Unrelated,
57,1241315860028981248,Unrelated,"#Corona-Quarantäne Tagebuch von @th_sattelberger kennt fast jeder. Abr weisst man, dass er auch Buchautor ist? ""Ich halte nicht die Klappe. Mein Leben als Überzeugungstäter in der  Chefetage"" habe ich mal für #NGFH besprochen. #Leseempfehlung 
https://t.co/89thXA48nW"
58,1243567307961622528,Unrelated,
59,1241784945061892096,Unrelated,
60,1241749941841690624,Comment,"#Coronavirus: 
Bund und Länder einigen sich auf Kontaktverbot !!!  https://t.co/k7MLW8W5jo"
61,1255259220880044032,Refute,Tom Beck hat seine Corona-Quarantäne gebrochen?! Ähm... #themaskedsinger
62,1247747077561389056,Comment,
63,1240336269827284992,Unrelated,"#Niedersachsen will die #Digitalisierung im Bundesland vorantreiben. Die #Corona-Krise und die vielen #Homeoffice-Lösungen hätten die Notwendigkeit deutlich gemacht, sagt Niedersachsens Wirtschaftsminister Bernd #Althusmann (#CDU). https://t.co/WndVxC10RO"
64,1239217890907357184,Refute,
65,1240205836418453504,Unrelated,"""Gut im Griff "" ist das neue "" ich spreche ihm/ihr mein vollstes Vertrauen aus"" 🙃
#coronavirus #FlattenTheCurve #donalphonso https://t.co/6VU5OHhA7p"
66,1235279350364286976,Unrelated,Sicherheitsmaßnahmen und Informationen zum Coronavirus https://t.co/8ObUNaijJk
67,1238536882969088000,Unrelated,
68,1246321978967052288,Refute,
69,1250156528470044672,Unrelated,
70,1240042271879368704,Support,
71,1236054204860555264,Support,"@Tzynar @xPandorya Ob Influenza oder Corona, einfach mal verantwortungsvoll und nicht egoistisch die einfachen Regeln der Hygiene beachten. Mehr nicht. Wo ist das Problem?"
72,1238093789669003264,Comment,Coronavirus: Sonntagsfahrverbot soll deutschlandweit aufgehoben werden https://t.co/cdKVbcMZMU #Unterwegs
73,1242933198255947776,Unrelated,
74,1238500529006940160,Comment,
75,1240700061069324288,Comment,"""Wir haben ein exponentielles Wachstum. Wir sind am Anfang einer Epidemie, die noch viele Wochen und Monate unterwegs sein wird"", sagt RKI-Chef Lothar Wieler. Er appelliert, soziale Kontakte zu reduzieren, um das Wachstum zu verlangsamen. #Coronavirus #Covid19 #wirvsvirus https://t.co/2FHeqOYlTr"
76,1239629038337110016,Refute,
77,1240668223009435648,Unrelated,
78,1240658324904968192,Comment,
79,1243235254942474240,Unrelated,
80,1233470676100665344,Comment,Coronavirus: Swiss streicht Italien-Flüge ++ Tottenham-Star Son in Quarantäne ++ Uni Bern sagt Vorlesungen ab https://t.co/UGhmIXGRve
81,1236647951247826944,Unrelated,Coronavirus: Spahn rechnet mit mehr Einschränkungen | https://t.co/p9LWVQSZTO                                    Wie war das nochmal mit der Karnevalssitzung? https://t.co/U0gGuhCDMI
82,1243064648900980736,Comment,
83,1248161758654730240,Unrelated,
84,1240966449948172288,Unrelated,
85,1255782079905828864,Comment,
86,1238019912242728960,Unrelated,"Anscheinend will die #Bundesregierung ausnutzen, dass alle öffentliche Aufmerksamkeit derzeit auf #Corona gerichtet ist, um den #Solardeckel nicht wie angekündigt abzuschaffen und unsinnige #Abstandsregeln für #Windkraft doch einzuführen. Skandal! #Klimakrise
@RegSprecher"
87,1240653553749942272,Comment,@LynneCampbell5 @Pmacgiollabhain Needs to be at Parkhead next season
88,1240945124949012480,Unrelated,
89,1241302645685530624,Comment,"Erst wenn die letzte #Coronaparty vergangen, das letzte Klopapier gekauft, der letzte Bürgermeister Ausgangsverbot verhängt hat, werdet ihr merken, dass #Corona noch viel schlimmer ist."
90,1242534384630194176,Unrelated,
91,1233229528077623296,Unrelated,"Danke Herr Spahn, das sie den Karneval nicht verboten haben. Das hat dem Virus gut getan! Coronavirus in Deutschland: Spahn sieht Beginn einer Epidemie https://t.co/93B3ZVmtd1"
92,1238369683826450432,Refute,"Jeder Tag in Quarantäne oder im Lickdown ist ein Tag voller Angst. Nicht aufgrund Corona, sondern aufgrund der nächsten Rechnung

Corona mein Arsch. Wir bekommen wohl noch ne Wirtschaftskrise im Anschluss und die wird viel mehr Leid bringen als der Virus. Befürchte ich jedenfalls"
93,1237446983608160256,Comment,"@HumboldtUni Hallo, wie bereitet sich eigentl. die @HumboldtUni auf @Corona vor? Aktuell sind nicht einmal Desinfektionsmittel oder dgl. an den Eingängen, Toiletten, Büros sichtbar. Auch werden wohl Mitarbeiter telef. in Quarantäne versetzt, nach Verdachtsfall🤔"
94,1241291918765690880,Unrelated,"An dieses Zitat dachte ich auch schon. ""Stell Dir vor, es ist Krieg und keiner geht hin.""

Schön wär's.  
""Komisch"", dass es dafür keine #Ausgangssperre gibt.(?) 😏
#wirbleibenzuhause
#Covid_19
PS: Wo ist eigentlich gerade Krieg? Wie lange schon, Wie lange noch? Wer macht da mit? https://t.co/kQMzxkIiBU"
95,1242455896287932416,Comment,Corona-Krise führt zu Schulschließungen in mehr als 130 Ländern / Save the Children fordert spezielle Angebote für benachteiligte Kinder https://t.co/tY5H1NTQaD via @na_presseportal #ots #gesundheit #news
96,1243833109302464512,Unrelated,"7.750 Menschen sind Samstagvormittag in #Österreich (10.30 Uhr) mit dem #Coronavirus infiziert gewesen. Die Zahl der bestätigten Todesfälle durch #COVID19 ist auf 68 gestiegen, das sind um zehn mehr als Freitagmorgen. #bleibdaheim #coronavirusat https://t.co/YdJadjbhwF"
97,1238882041376182272,Comment,Eles estão tudo na mesma panela! https://t.co/kXYq8NbHfv
98,1248297696588451840,Unrelated,
99,1242056932074102784,Unrelated,Die @fdpbay stellt sich hinter die bayerischen #Corona-Maßnahmen. @DFoest und ich sind uns da einig. via @BR24 https://t.co/U6ya4LXxrR
100,1233386152977207296,Unrelated,
101,1239993852943097856,Support,
102,1222910108046446592,Comment,"23.01: ""Keine Angst, #Corona kommt nicht nach Europa""
24.01: Vier Fälle in Frankreich
25.01: ""Keine Angst, #Corona kommt nicht nach Deutschland""
26.01: Erster Fall in Deutschland
29.01: ""Alles nur Panikmache!""
30.01: 90 in Quarantäne, vier bestätigte Fälle in Deutschland

🤔😖"
103,1241643154652217344,Unrelated,
104,1238616549558272000,Comment,"Vielen Dank für eure vielen lieben Wünsche. Um es nochmal klarzustellen: Es gab in unserem unmittelbaren Umfeld einen positiven COVID-19 Test, weswegen wir präventiv unter Quarantäne gestellt wurden. Wir sind keine ""Verdachtsfälle"", wurden daher auch nicht getestet."
105,1239133247730262016,Support,
106,1235825332592099328,Unrelated,
107,1242239214999285760,Unrelated,
108,1237355914685853696,Unrelated,
109,1240258829633425408,Unrelated,"wenn sich die menschen weiter so unvernünftig verhalten, wird man um #Ausgangssperren nicht drum rum kommen 🤷‍♂️ 
#FlattenTheCurve #COVID2019 #coronavirus #StayAtHome #wirbleibenzuhause https://t.co/dCeDgASNYt"
110,1238458511861915648,Unrelated,
111,1239820348465582080,Comment,"Corona: Vorstellungsrunden für CDU-Landesvorsitz abgesagt

Die Einschränkungen im Zusammenhang mit dem Coronavirus bringen auch den Zeitplan im Wettstreit um den CDU-Landesvorsitz in Mecklenburg-Vorpommern durcheinander. Die für diese ...

https://t.co/PnE2mHBikH"
112,1242560554037907456,Comment,
113,1248845398296461312,Unrelated,
114,1243457685753933824,Unrelated,"Corona-Krise: Chemieverband und Gewerkschaft im Schulterschluss 
@chemieverband @igbce #covid19 #wirvsvirus
https://t.co/6MUX23nBpg"
115,1244851854456098816,Unrelated,"Im Sondergutachten des @SVR_Wirtschaft zu #COVID19 werden 3 Szenarien für die wirtschaftliche Entwicklung beschrieben: v, V, U. Je nach Szenario sind andere Politikmaßnahmen gefragt, v.a. beim ""langen U""
https://t.co/Wdhhp8vhPr @Lars_Feld
@AchimTruger @WielandVolker (1/2) https://t.co/SGYToPMabc"
116,1240531891478020096,Unrelated,@mounglaube @COVID19_DE Der Effekt ist wegen der Inkubationszeit *frühestens* 5 Tage nach Beginn des social distancing sichtbar.
117,1239877315506700288,Comment,RT @ajelprat: Aigües del Prat garanteix el subministrament a totes les llars mentre duri aquest estat d'alarma per #coronavirus. També refo…
118,1220241761521623040,Comment,"Die 11 Millionen-Stadt #Wuhan
steht unter Quarantäne; Nah- und
Fernverkehr ist eingestellt.
#Prophylaxe #coronavirus"
119,1243858891466735616,Unrelated,"Auch in Köln ist der Trend angekommen - angesichts der Corona Krise gibt es jetzt immer mehr Gabenzäune. Hier kann jede*r Spenden für Bedürftige hinbringen.
#spotted #gabenzaun #corona #covid19 #wirvsvirus #corona #coronaDE https://t.co/u4hYLOUrCc"
120,1237409742508654592,Unrelated,Einschneidende Maßnahmen? Ja. Wirtschaftlich schadend? Ja. Eine Chance die Ausbreitung zu verlangsamen? Definitiv. Es ist Zeit proaktiv zu handeln. Es geht hier um die Stabilität der Gesundheitssystem - das betrifft JEDEN - ob Gesund oder Krank. #Covid19 #Corona #coronavirus https://t.co/mstxmAcX9u
121,1248932557611245568,Comment,
122,1247825811731865600,Comment,
123,1239260835245166592,Refute,
124,1244973169359884288,Unrelated,
125,1244301929829871616,Unrelated,
126,1244526773964025856,Comment,
127,1240309076581638144,Comment,
128,1241274825685053440,Refute,"RT @TrinityResists: From Bergamo, Italy; of the worst hit hospitals by #COVID19

I have a dear friend in Italy. She said it is hell. She’s…"
129,1241012893686140928,Comment,"Joseph Curl: “So for me, the numbers being bandied around just don’t make any sense.”  @josephcurl #washtimesoped
https://t.co/IQhuZxjHWN"
130,1240065255004389376,Unrelated,"Für alle Kinder, denen der sportliche Ausgleich fehlt, gibt es hier jetzt täglich eine digitale Sportstunde zum Mitmachen:

https://t.co/J2zxfzQj63

#keepembusy #lebenmitkindern #stayhomechallenge #Corona #FlattenTheCurve"
131,1244981536367218688,Comment,
132,1239198326916100096,Comment,
133,1241323357301354496,Unrelated,"Interessantes Tool, das grafisch die Auswirkungen diverser untersch rigoroser Massnahmen gegen #COVID19 in den USA aufzeigt.

Ich denke, die🇨🇭liegt zw „Texas-style“ und „California-style“. Näher an Cali, wenn die jüngsten Verbote auch wirklich von der Polizei durchgesetzt werden. https://t.co/scBt0qqs6Z"
134,1252924919740084224,Unrelated,RT @advocatemahere: Let's be clear: Zimbabweans in the diaspora are part of Zimbabwe. They have every right to be here. We must not let any…
135,1247955054709137408,Unrelated,
136,1243138174525857792,Comment,@elba013 Die aktuell geltenden Regelungen finden Sie auf dieser Seite https://t.co/yKeTRqBh25 Weitere könnten folgen. /da
137,1241335208865083392,Comment,
138,1242210678674464768,Unrelated,Lasst ein Like da und unterstützt uns mit dem Projekt und lasst Corona nicht an uns heran kommen! Lasst es eine Herzensangelegenheit werden um eure Lieben zu beschützen mit: Couchtree - deine App zum hinpflanzen #CouchTreeApp #WirVsVirusHack #mindfulness #flattenthecurve https://t.co/F2GPc1VTNM
139,1241409802716225536,Comment,
140,1238777502685954048,Unrelated,"@TiMokles72 @SZ Was mich dabei irritiert ist, dass so etwas wie jetzt zB #COVID19 scheinbar nicht mal ansatzweise in den Verträgen der Spieler (Personalkosten) berücksichtigt wurde. Selbst bei mir kleinem Popelsmitarbeiter ist das im Vertrag geregelt (Stichwort Kurzarbeit / Arbeitsausfall)"
141,1241108033440296960,Unrelated,
142,1254716425144590336,Unrelated,
143,1241061996944068608,Support,"@MisuFany Je suis ultra jaloux.
Je veux de tes pêches."
144,1253421676898840576,Comment,
145,1239569652986130432,Support,Der Rems-Murr-Kreis unterstützt die vom Land verordneten Maßnahmen gegen das #Coronavirus: https://t.co/H16BO6iKaZ
146,1242057130519265280,Unrelated,
147,1241791578441691136,Unrelated,"Kanzlerin Merkel in häuslicher Quarantäne
Ein Arzt, der Angela Merkel am Freitag prophylaktisch geimpft hatte, ist positiv auf das Coronavirus getestet worden. Deshalb hat die Kanzlerin ihrem Sprecher zufolge entschieden, sich in Quarantäne zu begeben.
https://t.co/5Jeh9ZvEEZ"
148,1240601904746545152,Comment,
149,1242770226107858944,Comment,"Obwohl in Österreich radikale Maßnahmen einige Tage früher gesetzt wurden als in Deutschland, scheint sich der Verdopplungszeitraum in D schneller zu verlängern. 

Woran kann das liegen? Kann das auch ein Artefakt aufgrund verschiedener Testraten sein? (via @SZ) #coronavirus https://t.co/EvlR3OW2K0"
150,1248661331517079552,Refute,
151,1250217191242452992,Refute,
152,1249945888308572160,Comment,
153,1242435396727902208,Support,RT @maibortpetit: Nueva York implementará un exitoso tratamiento de hace 100 años para curar a los enfermos de coronavirus https://t.co/mr9…
154,1241046859990405120,Unrelated,"#wirbleibenzuhause und wir, also das Team von DER HUND, bleiben im Home Office und sind online für euch da mit Informationen und Hilfen für Hundehalter in Zeiten von #Corona ! https://t.co/E0UPdQQsts"
155,1223988329638760448,Refute,
156,1241240649694937088,Comment,"Die Verbreitung des #Coronavirus soll eingedämmt werden. Deshalb haben der #KantonFribourg und der #Bundesrat Massnahmen getroffen. Aufgrund dieser Vorgaben hat das #SKJV die Lehrgänge/Weiterbildungen bis 30.04.20 unterbrochen. #stayhealthy #stayathome  
https://t.co/jNoeLeuBZS"
157,1249762298866139136,Comment,"In Frankreich Ausgangssperre bis 11. Mai verlängert, kündigte Emmanuel Macron heute abend im Fernsehen an. #Corona"
158,1246385764470054912,Support,
159,1246012082283216896,Comment,"So wird es werden.

Abstandsregeln werden das ganze Jahr gelten, glaubt Berlins Innensenator

https://t.co/9uEwCF0xas

--
Empfohlen von WELT News für Android
https://t.co/9I46Kl82DN"
160,1240684723707445248,Refute,"@chloesoe @BAG_OFSP_UFSP ""Der Kanton bewegt sich mit diesem Verbot auf dünnem Eis""

https://t.co/OlD5JsBEGM"
161,1239571961161940992,Unrelated,"News aus #homeoffice in #voecklabruck: Wusstet ihr schon, dass es einen Besorgungsnotdienst in #voecklabruck gibt? #stayhome #StaySafe #vbrooklynnews #covid19 https://t.co/HrYnuWaGsi"
162,1244312154288906240,Refute,
163,1240638385393405952,Support,
164,1255746397015609344,Refute,
165,1241781346713964544,Unrelated,
166,1242071835941974016,Support,
167,1238777112762494976,Comment,Coronavirus: Restaurants und Schulen müssen schließen – Belgier bereiten sich auf den Beinahe-Lockdown vor https://t.co/n1vlIEDSHq #Handelsblatt
168,1241486816009752576,Comment,"Letzter Tag im Office (Wayra) vor Corona-Shutdown. ⛄️

https://t.co/vTTgBsNzOp

#indiedev #startup #wayra #Devs #IndieGameDev #corona #homeoffice #WirbleibenZuhause https://t.co/hGtk05GkRg"
169,1240311945783320576,Comment,
170,1242455612727984128,Unrelated,"Kommt in meinen Discordserver

Für alle Twitterfreunde und die die es noch werden wollen

Chat und Voicechat um euch zu unterhalten und die #Ausgangssperre besser zu überstehen

#followerpower #wirbleibenzuhause
#COVID19

https://t.co/SzwL6QWJa7"
171,1240497777999785984,Comment,
172,1250336966903599104,Comment,
173,1232654572386181120,Refute,
174,1252484811421335552,Refute,
175,1238043105225555968,Comment,
176,1238437126246666240,Unrelated,
177,1228632286175858688,Comment,Deutschland verschärft Maßnahmen gegen Coronavirus an Flughäfen - https://t.co/q6cbeG6pkz https://t.co/A3csv6jtUp
178,1238435168567861248,Comment,
179,1237961815788748800,Unrelated,"Wahrscheinlich doofe Frage, aber was für Maßnahmen bezüglich Corona, gibt es eigentlich für die Wahl am Wochenende?"
180,1244231278704107520,Support,
181,1253249676461191168,Unrelated,
182,1239584494048497664,Comment,Traiskirchen verschärft Corona-Maßnahmen https://t.co/YxGFfF8o7R
183,1241063475218190336,Support,"@ alle jungen Menschen auf dem Bolzplatz, an Treffpunkten, Parties, Sprink Break #Corona ist keine Erfindung damit ihr mehr Freizeit habt. Es ist Ernst. #wirbleibenzuhause #rettenLeben #rettenUnternehmen 
Kleiner Tip: der Trend geht zum 2.Buch"
184,1243814714947354624,Comment,
185,1223636295458705408,Comment,
186,1220313805823062016,Comment,
187,1239949776017293312,Unrelated,
188,1242947360768045056,Unrelated,
189,1243096121221812224,Unrelated,
190,1253415455504560128,Unrelated,"Corona-Arbeitsschutz: Diese #Regeln gelten in #Friseursalons ab dem 4. Mai 
https://t.co/9kSrq5IpUr https://t.co/Ht8PHqIWFh"
191,1238111603154997248,Refute,
192,1240685229116813312,Comment,
193,1244997273290969088,Unrelated,
194,1236283779716648960,Unrelated,"auch wenn es nicht lustig ist, dass diese Maßnahmen in das gesellschaftliche Leben eingreifen, und auch wenn man selbst breitbeinig denkt: ich steck das schon weg. Ja, ich vielleicht. Die Person neben mir im Bus vielleicht nicht.
#coronavirus #risikogruppen"
195,1239910240612749312,Refute,
196,1253375589194620928,Support,
197,1240607238223429632,Comment,Coronavirus in Bayern: Ausgangssperre in zweitem Landkreis – Söder fordert Aussetzen der Stromsteuer https://t.co/MKm0O4ako7 via @welt
198,1237867658403446784,Comment,#corona-quarantäne https://t.co/lUmQQyaUxg
199,1242538106470969344,Unrelated,
200,1252960426188517376,Comment,"Auch in Zeiten einer Pandemie müssen staatliche Maßnahmen regelmäßig hinterfragt, kritisiert und kontrolliert werden können. Und da die Landesregierung sich ja nicht selbst kontrollieren kann, muss der #ltmv tätig werden. https://t.co/sDvkIn9NKC #mv #Coronakrise"
201,1238830995157200896,Comment,
202,1242014334244585472,Unrelated,Liebe #WirVsVirusHack Projekte: Benötigt ihr finanzielle Unterstützung um die nächste Stufe zu zünden? Wir entwickeln gerade einen dezentral-organisierten Fonds (#DAO) der Projekte im Zusammenhang mit #Corona unterstützt. Tragt euch hier ein: https://t.co/k401UnZ955
203,1240690594260770816,Support,
204,1251910848215502848,Support,
205,1243440279631417344,Refute,"@wokeup777 Wenn Spahn an der Corona-Eindämmung gelegen hätte, hätte er vor Fasching den Fernseher einschalten sollen. Dort wurde gezeigt, dass #Corona auf Deutschland zurollt und Kontaktsperren, das sich entwickelnde Desaster verkleinert hätte. Politik, schlimmer als bei der Grenzöffnung!"
206,1241763995033403392,Comment,Coronavirus in Bayern: Gesundheitsamt aktuelle Zahlen Sonntag - Ausgangsbeschränkung Maßnahmen | Bayern https://t.co/sVMRNkyjiP
207,1244721032495337472,Unrelated,
208,1237368959013289984,Unrelated,
209,1241000777004482560,Unrelated,
210,1239957334484488192,Support,
211,1240893207120097280,Comment,@BMG_Bund @rki_de @bzga_de Hallo @BMG_Bund und @bzga_de - wo finde ich denn aktuelle Informationen zu Social distancing etc. in leichter Sprache? Die Websites der Bundes- und Landesregierungen sind alle noch auf dem Stand „Corona ist nicht gefährlich“ und „waschen Sie sich die Hände“. Das reicht nicht!
212,1240203555123888128,Refute,die die sich aufregen das manche nicht komplett #StayAtHome sind begreifen auch nicht das viele raus arbeiten müssen!!! nicht jeder is son kleiner schei... angestellter der weiter seine kohle in den arsch gepumpt bekommt!! #corona #virusgenerve #arbeiten #Deutschland #COVID2019
213,1237003136465805312,Unrelated,“Breadback cmere” https://t.co/hmVxWFyvm1
214,1238364653530632192,Comment,"#Coronavirus-Pandemie: BDÜ und Verband der Konferenzdolmetscher (VKD) fordern, #Dolmetscher wegen Einkommensverlusten in staatliche Maßnahmenpakete einzubeziehen. #Übersetzer zeitversetzt durch Wirtschaftskrise ebenfalls betroffen. https://t.co/pEQFMeZ5id @BDUe_eV @VKDimBDUE https://t.co/qXWRBwFd2d"
215,1240005806856310784,Support,"Falsch: Nähe.
Wir alle haben Menschen, die wir umarmen wollen oder trösten oder schmusen.
Dennoch gilt: 1 Meter Abstand, immer und überall.
Hulk Hogan und The Rock sind sich hier innig verbunden - aber zu nahe. Geht's weg!
#coronavirus https://t.co/LjfqUcudRP"
216,1241736769961418752,Support,Was so eine Quarantäne bewirken kann! #coronavirus #SundayMorning #inspiration #Langeweile https://t.co/EXVIDqEOxl
217,1243481290835402752,Refute,
218,1242522316099260416,Comment,
219,1241377204975648768,Unrelated,
220,1242465432423915520,Support,
221,1241373719668445184,Comment,
222,1241757268003225600,Unrelated,
223,1255239674181935104,Refute,"@schroeder_k Die Bev. muß endlich schnallen:

- der Lockdown war nicht nötig, die WHO verbreitete so ein Ergebnis schon 10/2019!!!. WEIL er aber durchgeführt wurde, wird es einige weitere Todesopfer geben.
- Niemals dürfen sie damit durchkommen, daß DIES die Gefährlichkeit von Covid bzw...."
224,1238730987351261184,Comment,
225,1250180199116922880,Unrelated,"Gutverdienende sind im Homeoffice, Geringverdienende in Kurzarbeit, Kündigungen v.a. bei Pflichtschulabsolventen: https://t.co/W72p8MFE8g

Wieder ein sehr spannender Beitrag aus dem Corona-Projekt vom @VieCER_ - dieses Mal mit meiner Diplomarbeitsbetreuerin Christine Zulehner 👍 https://t.co/OIUuv57P1d"
226,1239126686408507392,Unrelated,
227,1247898183587352576,Unrelated,
228,1252987851454795776,Refute,"Solange in Alten- und Pflegeheimen, in Krankenhäusern und in Schulen nicht regelmäßig auf das #CoronaVirusDE getestet werden (kann), ist es vollkommener Wahnsinn, entsprechende Ressourcen für die #Bundesliga vorzuhalten! 

https://t.co/qTx9BNvhfD"
229,1233486287291715584,Unrelated,
230,1241559373488558080,Unrelated,
231,1247088147797807104,Unrelated,
232,1255083903989080064,Unrelated,
233,1241277170003193856,Unrelated,
234,1246491722986774528,Refute,
235,1239914348883202048,Unrelated,
236,1241690205033312256,Comment,"Wissen wir schon, ob die Bertelsmann Stiftung weitere Klinik-Schließungen zur ""Steigerung der Effizienz"" empfiehlt?
Auf die Zahl der Betten- und Intensivplätze käme es nicht an, sagen sie.

Ah, da ist es ja. Na denn, Betten weg, aber flott, ne? #COVIDー19

https://t.co/A51V9HmSzg"
237,1246758977041567744,Refute,
238,1241760406286274560,Unrelated,
239,1239111908814458880,Comment,"Wie wohl die Online-Game-Stores auf die Quarantänen wegen Corona reagieren werden?
Gibt es jetzt mehr Releases, Aktionen und Sales?
Oder wird die Arbeit der Firmen durch Home Office und Quarantänen so viel schwerer, dass das eingeschränkt wird?"
240,1245636490178072576,Comment,"@der_fisch001 Ja, alle Rettungsteams sind im Einsatz gewesen und die Corona- Maßnahmen sind zudem sehr zeitintensiv. 
Status: Mamas Leben derzeit am seidenen Faden. 😱😰"
241,1244034451165908992,Unrelated,
242,1229163281484570624,Unrelated,
243,1241419925094313984,Refute,
